function_name,function_address,architecture,compiler,optimization,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,instruction_count,immediate_entropy,bitwise_op_density,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count,algorithm,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,source_file,table_lookup_presence,original_label
FUN_08049000,08049000,x86,gcc,O3,1,1,0,0,3,4,3,0,0,0.0,3.6666666666666665,1,4,11,1.6636424757554875,0.10833333333333334,48.0,1,0.07272727272727272,0.16363636363636364,0.09090909090909091,0.0,0.0,0.0,0,0,4,9,9,8,0.09090909090909091,4.135891110799899,2.55416616467352,0.2727272727272727,9,unknown,1,3,0,1.75,unknown,1,unknown
FUN_080490e9,080490e9,x86,gcc,O3,1,1,0,0,9,17,10,3,3,0.17647058823529413,4.222222222222222,0,8,38,1.4033956177528382,0.19091989901947826,158.0,8,0.05952380952380952,0.16666666666666666,0.10714285714285714,0.011904761904761904,0.0,0.0,0,0,4,28,30,19,0.10714285714285714,5.232542778828182,2.3075608089238915,0.2631578947368421,22,unknown,5,12,3,1.0,unknown,1,unknown
FUN_0804916f,0804916f,x86,gcc,O3,1,1,0,0,24,42,20,0,0,0.0,4.708333333333333,2,30,113,1.5656738964748407,0.1259547605875289,456.0,18,0.07857142857142857,0.1375,0.12321428571428572,0.0125,0.0017857142857142857,0.0,0,0,176,77,84,89,0.12321428571428572,5.131566908622508,2.507968977310195,0.17699115044247787,46,unknown,12,30,0,1.0952380952380953,unknown,1,unknown
FUN_08049339,08049339,x86,gcc,O3,1,1,0,0,10,19,11,5,5,0.2631578947368421,3.5,0,9,35,1.43201187078047,0.17935206370690243,158.0,9,0.05454545454545454,0.1696969696969697,0.10909090909090909,0.012121212121212121,0.0,0.0,0,0,4,28,30,19,0.10909090909090909,5.233073675069245,2.3614070899657396,0.3142857142857143,24,unknown,5,14,5,0.8947368421052632,unknown,1,unknown
FUN_08049660,08049660,x86,gcc,O3,1,1,0,0,6,12,8,1,1,0.08333333333333333,5.833333333333333,0,6,35,1.4279375973066066,0.10664661728242841,98.0,6,0.10416666666666667,0.1111111111111111,0.13194444444444445,0.0,0.006944444444444444,0.0,1,0,4,16,16,25,0.13194444444444445,5.514769527198645,2.523237669024032,0.22857142857142856,26,unknown,4,8,1,1.1666666666666667,unknown,1,unknown
FUN_080496c0,080496c0,x86,gcc,O3,1,1,0,0,6,11,7,2,2,0.18181818181818182,5.666666666666667,1,9,34,1.3029047332621835,0.09580920871243452,104.0,5,0.07692307692307693,0.13986013986013987,0.1258741258741259,0.006993006993006993,0.0,0.0,0,0,20,20,21,21,0.1258741258741259,5.360371570797598,2.4959041509996545,0.20588235294117646,27,unknown,3,8,2,1.8181818181818181,unknown,1,unknown
FUN_08049710,08049710,x86,gcc,O3,1,1,0,0,1,3,4,2,2,0.6666666666666666,16.0,0,3,16,1.8796065491917378,0.09836065573770492,38.0,2,0.13114754098360656,0.09836065573770492,0.14754098360655737,0.0,0.0,0.0,0,0,4,6,6,14,0.14754098360655737,4.38546030426969,2.7491275009298457,0.25,14,unknown,0,3,2,0.0,unknown,1,unknown
entry,08049750,x86,gcc,O3,1,1,0,0,1,2,3,0,0,0.0,17.0,1,3,17,1.8211030987330763,0.13846153846153847,44.0,1,0.046153846153846156,0.12307692307692308,0.16923076923076924,0.015384615384615385,0.0,0.0,0,0,8,8,9,13,0.16923076923076924,4.528283711935156,2.5231236334603495,0.17647058823529413,11,unknown,0,2,0,0.0,unknown,1,unknown
FUN_080497b0,080497b0,x86,gcc,O3,1,1,0,0,4,4,2,0,0,0.0,3.75,2,4,15,1.4790427187969584,0.1422077922077922,46.0,0,0.06666666666666667,0.15,0.1,0.0,0.0,0.0,0,0,4,9,9,9,0.1,4.446439344671015,2.4259662896085166,0.13333333333333333,14,unknown,2,2,0,1.25,unknown,1,unknown
FUN_080497f0,080497f0,x86,gcc,O3,1,1,0,0,4,4,2,0,0,0.0,5.25,2,4,21,1.2065080299751483,0.2121446664790318,136.0,0,0.032467532467532464,0.3246753246753247,0.045454545454545456,0.0,0.0,0.032467532467532464,0,0,4,55,65,13,0.045454545454545456,4.953966680815011,2.4100305785785476,0.09523809523809523,19,unknown,2,2,0,11.5,unknown,1,unknown
FUN_08049830,08049830,x86,gcc,O3,1,1,0,0,5,7,4,1,1,0.14285714285714285,3.6,2,7,18,1.4163648933788227,0.1037037037037037,64.0,2,0.0547945205479452,0.1506849315068493,0.0958904109589041,0.0,0.0,0.0,1,0,4,11,11,11,0.0958904109589041,5.151805498874317,2.483284561434809,0.2222222222222222,17,unknown,2,5,1,1.0,unknown,1,unknown
FUN_08049880,08049880,x86,gcc,O3,1,1,0,0,4,6,4,2,2,0.3333333333333333,4.75,0,6,19,1.5148325863858023,0.07873806998939555,48.0,2,0.057971014492753624,0.13043478260869565,0.13043478260869565,0.0,0.0,0.0,2,0,4,9,9,12,0.13043478260869565,5.1651964400280095,2.6571851113027627,0.21052631578947367,16,unknown,1,5,2,0.8333333333333334,unknown,1,unknown
FUN_080498c5,080498c5,x86,gcc,O3,1,1,0,0,1,1,2,0,0,0.0,3.0,1,2,3,1.754606396496852,0.1875,14.0,0,0.125,0.1875,0.125,0.0,0.0,0.0,0,0,5,3,3,3,0.125,3.321928094887362,2.077819531114783,0.6666666666666666,2,unknown,0,1,0,0.0,unknown,1,unknown
FUN_080498cf,080498cf,x86,gcc,O3,1,1,0,0,14,36,24,2,2,0.05555555555555555,12.214285714285714,1,19,171,1.9067830892586566,0.11263550372323192,464.0,22,0.1125,0.11944444444444445,0.13333333333333333,0.001388888888888889,0.0,0.0,20,0,240,86,87,153,0.13333333333333333,5.578469859510031,2.5900471010245205,0.14035087719298245,44,unknown,6,30,2,1.0,unknown,1,unknown
FUN_08049b80,08049b80,x86,gcc,O3,1,1,0,0,5,6,3,1,1,0.16666666666666666,5.0,1,5,25,1.1494545259513405,0.1351152073732719,70.0,1,0.14285714285714285,0.1326530612244898,0.16326530612244897,0.01020408163265306,0.0,0.0,0,0,16,13,14,17,0.16326530612244897,5.155349638089802,2.4785663148740813,0.12,15,unknown,2,4,1,1.3333333333333333,unknown,1,unknown
FUN_08049bd0,08049bd0,x86,gcc,O3,1,1,0,0,8,12,6,1,1,0.08333333333333333,6.25,1,9,50,1.4425940482135027,0.12149400504663663,92.0,4,0.1797752808988764,0.10112359550561797,0.19101123595505617,0.0056179775280898875,0.0,0.0,10,0,16,18,19,36,0.19101123595505617,5.507576660687649,2.4951480521281475,0.12,24,unknown,4,8,1,1.0833333333333333,unknown,1,unknown
FUN_08049c70,08049c70,x86,gcc,O3,1,1,0,0,127,201,76,35,34,0.17412935323383086,14.047244094488189,1,101,1784,1.3743039822844858,0.18106782128166457,7812.0,74,0.1269157567865371,0.22928979264750074,0.1175999198637684,0.025042572373034158,0.006110387659020335,0.021236101372332967,0,0,284,2501,3175,1508,0.1175999198637684,5.590723684496657,2.6802094696799363,0.042600896860986545,117,unknown,75,126,35,9.621890547263682,unknown,1,unknown
FUN_0804b7e0,0804b7e0,x86,gcc,O3,1,1,0,0,22,35,15,9,9,0.2571428571428571,4.590909090909091,1,11,101,1.0837983259398138,0.19784701054338674,670.0,13,0.03856382978723404,0.20877659574468085,0.034574468085106384,0.003989361702127659,0.005319148936170213,0.011968085106382979,0,0,32,166,187,55,0.034574468085106384,5.815950108994072,2.3469240173031345,0.1485148514851485,73,unknown,14,21,9,2.085714285714286,unknown,1,unknown
FUN_0804b920,0804b920,x86,gcc,O3,1,1,0,0,20,29,11,7,7,0.2413793103448276,4.7,2,21,94,1.2906994252089246,0.23197711412770303,584.0,9,0.03286978508217446,0.19216182048040456,0.03413400758533502,0.008849557522123894,0.0037926675094816687,0.010113780025284451,1,0,24,160,183,52,0.03413400758533502,5.545066827552221,2.3875767651450497,0.11702127659574468,70,unknown,10,19,7,2.103448275862069,unknown,1,unknown
FUN_0804bbe0,0804bbe0,x86,gcc,O3,1,1,0,0,7,13,8,2,2,0.15384615384615385,6.142857142857143,0,9,43,1.4476871111542469,0.16494739057239058,124.0,6,0.1092896174863388,0.11475409836065574,0.18579234972677597,0.01092896174863388,0.0,0.0,1,0,96,21,23,35,0.18579234972677597,5.250134223954299,2.6686914858022126,0.18604651162790697,26,unknown,2,11,2,0.8461538461538461,unknown,1,unknown
FUN_0804bc80,0804bc80,x86,gcc,O3,1,1,0,0,5,8,5,1,1,0.125,7.2,1,6,36,1.9532085053873112,0.015558268167079914,102.0,3,0.07125307125307126,0.019656019656019656,0.08845208845208845,0.0,0.0,0.0,0,0,4,8,8,36,0.08845208845208845,4.386729126675962,2.340605750133717,0.1388888888888889,18,unknown,3,5,1,1.0,unknown,1,unknown
FUN_0804bd10,0804bd10,x86,gcc,O3,1,1,0,0,14,23,11,3,3,0.13043478260869565,7.928571428571429,1,15,111,1.7873168955609995,0.12509390850217567,498.0,9,0.06091846298031865,0.1218369259606373,0.08247422680412371,0.0028116213683223993,0.0,0.007497656982193065,0,0,28,138,157,81,0.08247422680412371,5.1389290622971115,2.5461511028526145,0.0990990990990991,44,unknown,9,14,3,4.3478260869565215,unknown,1,unknown
FUN_0804bec0,0804bec0,x86,gcc,O3,1,1,0,0,70,110,42,25,24,0.22727272727272727,3.8,1,46,266,1.1337428644775949,0.17927704332099226,1570.0,40,0.05558806319485079,0.20070216500877705,0.0684610883557636,0.007021650087770626,0.0,0.011117612638970159,0,0,128,362,412,139,0.0684610883557636,5.865224403715582,2.401185543159549,0.15789473684210525,108,unknown,40,70,25,1.509090909090909,unknown,1,unknown
FUN_0804c2a0,0804c2a0,x86,gcc,O3,1,1,0,0,53,88,37,16,16,0.18181818181818182,3.7735849056603774,1,27,200,1.2150957407924043,0.17314570115691807,1112.0,35,0.04948124501197127,0.20750199521149243,0.052673583399840386,0.0031923383878691143,0.004788507581803671,0.0111731843575419,0,0,60,274,306,119,0.052673583399840386,6.1702517582794725,2.408945194404808,0.185,98,unknown,35,53,16,1.8636363636363635,unknown,1,unknown
FUN_0804c550,0804c550,x86,gcc,O3,1,1,0,0,11,22,13,11,11,0.5,7.181818181818182,2,13,79,1.482967619889655,0.15707114913419445,320.0,11,0.06682577565632458,0.1288782816229117,0.07875894988066826,0.002386634844868735,0.0,0.0,0,0,56,54,55,53,0.07875894988066826,5.597696465665032,2.524391591300144,0.16455696202531644,38,unknown,7,15,11,1.9545454545454546,unknown,1,unknown
FUN_0804c640,0804c640,x86,gcc,O3,1,1,0,0,55,91,38,21,18,0.23076923076923078,6.254545454545455,1,50,344,1.436311459954127,0.2183725352303861,2036.0,36,0.07964184731385486,0.19698397737983034,0.11027332704995288,0.002827521206409048,0.001885014137606032,0.001885014137606032,0,0,340,422,436,186,0.11027332704995288,5.63235761013407,2.33265199268398,0.11046511627906977,85,unknown,36,55,21,2.7472527472527473,unknown,1,unknown
FUN_0804cc10,0804cc10,x86,gcc,O3,1,1,0,0,124,270,148,96,96,0.35555555555555557,6.653225806451613,1,70,825,1.6097513155513228,0.14410839122856856,2690.0,146,0.10074034902168165,0.14621893178212586,0.14304600740349022,0.0026441036488630354,0.0015864621893178213,0.003437334743521946,30,0,180,566,602,618,0.14304600740349022,5.824145569509635,2.593304222572569,0.17939393939393938,149,unknown,69,201,96,1.3592592592592592,unknown,1,unknown
FUN_0804db30,0804db30,x86,gcc,O3,1,1,0,0,12,21,11,5,5,0.23809523809523808,5.0,2,16,60,1.1901962103935293,0.11133181663165902,236.0,9,0.06498194945848375,0.1588447653429603,0.09025270758122744,0.010830324909747292,0.0,0.0,4,0,148,44,47,41,0.09025270758122744,5.521967329853306,2.4603332206033466,0.18333333333333332,39,unknown,7,14,5,2.0,unknown,1,unknown
FUN_0804dbf0,0804dbf0,x86,gcc,O3,1,1,0,0,1,3,4,3,3,1.0,11.0,0,2,11,1.6436302464517492,0.20512820512820512,38.0,2,0.02564102564102564,0.1794871794871795,0.05128205128205128,0.02564102564102564,0.0,0.0,0,0,4,7,8,4,0.05128205128205128,3.364396221055516,2.298137388481623,0.36363636363636365,8,unknown,0,3,3,0.0,unknown,1,unknown
FUN_0804dc20,0804dc20,x86,gcc,O3,1,1,0,0,12,22,12,4,4,0.18181818181818182,14.5,0,17,174,1.6346712812821238,0.09396491789336121,454.0,10,0.13940256045519203,0.13229018492176386,0.13513513513513514,0.004267425320056899,0.005689900426742532,0.005689900426742532,2,0,112,97,108,129,0.13513513513513514,5.521967752967337,2.5952296916780746,0.06896551724137931,65,unknown,5,17,4,3.5,unknown,1,unknown
FUN_0804df00,0804df00,x86,gcc,O3,1,1,0,0,1,3,4,1,1,0.3333333333333333,27.0,0,4,27,1.947222535181247,0.08163265306122448,40.0,2,0.10204081632653061,0.07142857142857142,0.23469387755102042,0.01020408163265306,0.0,0.0,2,0,80,7,8,26,0.23469387755102042,5.12824493188471,2.5646893493801715,0.14814814814814814,12,unknown,0,3,1,0.0,unknown,1,unknown
FUN_0804df60,0804df60,x86,gcc,O3,1,1,0,0,1,0,1,0,0,0.0,16.0,1,1,16,1.4865195001391962,0.3838383838383838,70.0,0,0.1111111111111111,0.29292929292929293,0.12121212121212122,0.050505050505050504,0.0,0.04040404040404041,0,0,8,33,46,13,0.12121212121212122,4.4321852435482745,2.6862246803415277,0.0625,8,unknown,0,0,0,0.0,unknown,1,unknown
FUN_0804dfa0,0804dfa0,x86,gcc,O3,1,1,0,0,19,27,10,6,5,0.2222222222222222,4.473684210526316,2,17,85,1.0362831265743275,0.1389430327908023,350.0,8,0.08530805687203792,0.1990521327014218,0.11848341232227488,0.009478672985781991,0.004739336492890996,0.009478672985781991,6,0,8,88,100,57,0.11848341232227488,5.810065956375533,2.6989306849965398,0.11764705882352941,44,unknown,8,19,6,1.9259259259259258,unknown,1,unknown
FUN_0804e0a0,0804e0a0,x86,gcc,O3,1,1,0,0,12,21,11,7,7,0.3333333333333333,5.583333333333333,1,17,67,1.509972919449169,0.18616083765379396,286.0,9,0.07449856733524356,0.16905444126074498,0.09742120343839542,0.014326647564469915,0.0,0.0057306590257879654,6,0,20,61,70,51,0.09742120343839542,5.44586397271783,2.595950320632492,0.16417910447761194,38,unknown,5,16,7,1.8571428571428572,unknown,1,unknown
FUN_0804e190,0804e190,x86,gcc,O3,1,1,0,0,1,2,3,1,1,0.5,11.0,0,3,11,1.9015035400380935,0.10714285714285714,30.0,1,0.125,0.10714285714285714,0.17857142857142858,0.0,0.0,0.0,0,0,16,6,6,14,0.17857142857142858,3.9913077989838524,2.860334535041739,0.2727272727272727,7,unknown,0,2,1,0.0,unknown,1,unknown
FUN_0804e1c0,0804e1c0,x86,gcc,O3,1,1,0,0,36,67,33,18,16,0.26865671641791045,4.888888888888889,0,15,176,1.429137849744454,0.16312225292869054,776.0,31,0.060767590618336885,0.1886993603411514,0.1044776119402985,0.017057569296375266,0.0,0.011727078891257996,0,0,76,188,226,111,0.1044776119402985,5.680000299287629,2.554976890463534,0.1875,60,unknown,20,47,18,2.1940298507462686,unknown,1,unknown
FUN_0804e460,0804e460,x86,gcc,O3,1,1,0,0,1,3,4,2,2,0.6666666666666666,18.0,0,4,18,1.8584578592889418,0.0851063829787234,30.0,2,0.0851063829787234,0.0851063829787234,0.19148936170212766,0.0,0.0,0.0,0,0,8,4,4,12,0.19148936170212766,4.235568752113511,2.603309394648598,0.2222222222222222,10,unknown,0,3,2,0.0,unknown,1,unknown
FUN_0804e490,0804e490,x86,gcc,O3,1,1,0,0,13,19,8,3,3,0.15789473684210525,6.076923076923077,2,14,79,0.8573413838331844,0.13208891341521564,374.0,6,0.053864168618266976,0.22950819672131148,0.06323185011709602,0.00234192037470726,0.01405152224824356,0.01639344262295082,2,0,20,105,120,50,0.06323185011709602,5.91519035909849,2.3885785153971955,0.10126582278481013,42,unknown,7,12,3,5.157894736842105,unknown,1,unknown
FUN_0804e570,0804e570,x86,gcc,O3,1,1,0,0,37,56,21,11,6,0.19642857142857142,5.081081081081081,1,26,188,1.140567192787203,0.16276178343200942,830.0,19,0.06652360515021459,0.21995708154506438,0.07081545064377683,0.003218884120171674,0.017167381974248927,0.017167381974248927,5,0,76,221,256,116,0.07081545064377683,6.102449583686719,2.4607462532043183,0.11170212765957446,74,unknown,19,37,11,2.9464285714285716,unknown,1,unknown
FUN_0804e8c0,0804e8c0,x86,gcc,O3,1,1,0,0,1,2,3,1,1,0.5,12.0,0,3,12,2.0214676665628946,0.1111111111111111,32.0,1,0.09259259259259259,0.1111111111111111,0.16666666666666666,0.0,0.0,0.0,0,0,9,6,6,12,0.16666666666666666,4.772186150959547,2.8016629773967163,0.25,9,unknown,0,2,1,0.0,unknown,1,unknown
FUN_0804e8f0,0804e8f0,x86,gcc,O3,1,1,0,0,8,12,6,3,3,0.25,6.0,1,4,48,1.1014112011775816,0.13405760905760905,222.0,4,0.0547945205479452,0.1415525114155251,0.0776255707762557,0.0,0.0045662100456621,0.0,0,0,4,31,31,27,0.0776255707762557,5.358708755861308,2.157055804135158,0.125,34,unknown,5,7,3,1.9166666666666667,unknown,1,unknown
FUN_0804e970,0804e970,x86,gcc,O3,1,1,0,0,33,60,29,10,10,0.16666666666666666,5.121212121212121,1,30,169,1.2598008103405551,0.13895639397700435,578.0,27,0.0907840440165062,0.14580467675378267,0.11416781292984869,0.002751031636863824,0.0,0.0,0,0,340,106,108,115,0.11416781292984869,5.554702155468711,2.427333563642906,0.17159763313609466,70,unknown,22,38,10,1.6,unknown,1,unknown
FUN_0804ebe0,0804ebe0,x86,gcc,O3,1,1,0,0,15,30,17,7,7,0.23333333333333334,5.466666666666667,1,12,82,1.3969000535551994,0.11449563293805216,330.0,15,0.08415841584158416,0.13861386138613863,0.11633663366336634,0.0,0.0024752475247524753,0.0,0,0,45,56,56,71,0.11633663366336634,5.752299692992794,2.5931938420607215,0.2073170731707317,40,unknown,9,21,7,1.5333333333333334,unknown,1,unknown
FUN_0804ecd0,0804ecd0,x86,gcc,O3,1,1,0,0,135,229,96,56,52,0.2445414847161572,5.711111111111111,3,48,771,1.4595140430913696,0.1300810860633109,2772.0,94,0.10548862115127175,0.1751004016064257,0.12369477911646587,0.0029451137884872825,0.008299866131191432,0.00749665327978581,13,0,2348,682,749,609,0.12369477911646587,6.073034869951164,2.642397005189937,0.1245136186770428,142,unknown,73,156,56,2.2314410480349345,unknown,1,unknown
FUN_08050760,08050760,x86,gcc,O3,1,1,0,0,17,27,12,4,4,0.14814814814814814,7.117647058823529,2,22,121,1.7130982337467873,0.081647358332329,266.0,10,0.1726457399103139,0.08295964125560538,0.2040358744394619,0.0,0.004484304932735426,0.0,0,0,1256,37,37,108,0.2040358744394619,4.959825369907019,2.5892092087305567,0.09917355371900827,50,unknown,8,19,4,1.1481481481481481,unknown,1,unknown
FUN_08052290,08052290,x86,gcc,O3,1,1,0,0,34,62,30,17,17,0.27419354838709675,4.5588235294117645,1,43,155,1.4321915394490043,0.12990343605827848,526.0,28,0.08592592592592592,0.1362962962962963,0.14074074074074075,0.0014814814814814814,0.0,0.0,0,0,232,92,93,106,0.14074074074074075,5.5894517764071345,2.6059234031041694,0.1935483870967742,51,unknown,18,44,17,1.0483870967741935,unknown,1,unknown
FUN_08052520,08052520,x86,gcc,O3,1,1,0,0,5,7,4,0,0,0.0,2.8,2,6,14,1.5738156441050597,0.19629629629629627,66.0,2,0.11267605633802817,0.18309859154929578,0.07042253521126761,0.014084507042253521,0.028169014084507043,0.0,1,0,8,13,14,12,0.07042253521126761,4.87572875064339,2.5970789019040303,0.2857142857142857,12,unknown,3,4,0,1.4285714285714286,unknown,1,unknown
FUN_08052560,08052560,x86,gcc,O3,1,1,0,0,8,12,6,3,3,0.25,6.125,1,4,49,1.1852287938670443,0.12479154617312511,190.0,4,0.07246376811594203,0.13043478260869565,0.0821256038647343,0.0,0.004830917874396135,0.0,0,0,4,27,27,28,0.0821256038647343,5.455151214579927,2.211029345216985,0.12244897959183673,36,unknown,5,7,3,1.4166666666666667,unknown,1,unknown
FUN_080525e0,080525e0,x86,gcc,O3,1,1,0,0,56,93,39,31,31,0.3333333333333333,4.821428571428571,4,60,270,1.5009989326682256,0.12019725798967099,994.0,37,0.11329170383586083,0.1320249776984835,0.12221231043710973,0.001784121320249777,0.0044603033006244425,0.0,3,0,56,148,150,187,0.12221231043710973,5.884900741047668,2.4386481766657746,0.14444444444444443,73,unknown,34,59,31,1.2795698924731183,unknown,1,unknown
FUN_08052cf0,08052cf0,x86,gcc,O3,1,1,0,0,30,52,24,13,13,0.25,4.6,2,37,138,1.4151162376867625,0.11975052429091138,468.0,22,0.09882747068676717,0.1273031825795645,0.1423785594639866,0.0016750418760469012,0.0,0.0,3,0,48,76,77,93,0.1423785594639866,5.622574861847805,2.497029371248275,0.17391304347826086,52,unknown,17,35,13,1.1923076923076923,unknown,1,unknown
FUN_08052ef0,08052ef0,x86,gcc,O3,1,1,0,0,19,37,20,10,9,0.2702702702702703,7.7368421052631575,0,19,147,1.5990459977600822,0.11638662691380297,444.0,18,0.0829103214890017,0.13367174280879865,0.11844331641285956,0.00338409475465313,0.00676818950930626,0.0,5,0,120,79,81,97,0.11844331641285956,5.8842007117791875,2.4850556482599244,0.1360544217687075,55,unknown,11,26,10,1.6756756756756757,unknown,1,unknown
FUN_080530d0,080530d0,x86,gcc,O3,1,1,0,0,1,2,3,2,2,1.0,9.0,0,3,9,2.143430883396452,0.0975609756097561,22.0,1,0.0975609756097561,0.0975609756097561,0.17073170731707318,0.0,0.0,0.0,2,0,8,4,4,10,0.17073170731707318,4.3893648586343925,2.647322358794578,0.3333333333333333,8,unknown,0,2,2,0.0,unknown,1,unknown
FUN_080530f0,080530f0,x86,gcc,O3,1,1,0,0,3,4,3,2,2,0.5,4.666666666666667,1,5,14,1.7426320244660864,0.14754901960784314,56.0,1,0.07352941176470588,0.16176470588235295,0.08823529411764706,0.0,0.0,0.0,2,0,4,11,11,11,0.08823529411764706,4.652421151644847,2.540798675312486,0.21428571428571427,12,unknown,1,3,2,1.75,unknown,1,unknown
FUN_08053120,08053120,x86,gcc,O3,1,1,0,0,18,30,14,11,11,0.36666666666666664,5.333333333333333,1,21,96,1.500337176320519,0.09704378910901892,314.0,12,0.09832134292565947,0.13189448441247004,0.1342925659472422,0.002398081534772182,0.0,0.0,1,0,44,55,56,72,0.1342925659472422,5.716320389633336,2.4921371901704283,0.14583333333333334,50,unknown,9,21,11,1.5,unknown,1,unknown
FUN_08053260,08053260,x86,gcc,O3,1,1,0,0,24,42,20,8,8,0.19047619047619047,8.875,1,31,213,1.624559975010696,0.09713183742772742,730.0,18,0.11925708699902249,0.13978494623655913,0.12805474095796676,0.002932551319648094,0.002932551319648094,0.0019550342130987292,7,0,180,145,152,182,0.12805474095796676,5.776012320670285,2.512275849361981,0.09389671361502347,81,unknown,12,30,8,2.9285714285714284,unknown,1,unknown
FUN_08053570,08053570,x86,gcc,O3,1,1,0,0,22,40,20,11,11,0.275,6.181818181818182,1,29,136,1.529739658816755,0.12573448539595436,470.0,18,0.09369951534733441,0.13893376413570274,0.11793214862681745,0.006462035541195477,0.0,0.0,13,0,148,86,90,106,0.11793214862681745,5.864381480735351,2.495720606616275,0.14705882352941177,65,unknown,13,27,11,1.925,unknown,1,unknown
FUN_08053740,08053740,x86,gcc,O3,1,1,0,0,1,2,3,1,1,0.5,16.0,0,3,16,2.0583494475721813,0.11392405063291139,54.0,1,0.11392405063291139,0.11392405063291139,0.21518987341772153,0.0,0.0,0.0,0,0,8,9,9,15,0.21518987341772153,4.417856873301328,2.7575970690342966,0.1875,14,unknown,0,2,1,0.0,unknown,1,unknown
FUN_080537c0,080537c0,x86,gcc,O3,1,1,0,0,13,24,13,6,6,0.25,6.384615384615385,1,19,83,1.4773047030687356,0.18092889279338317,360.0,11,0.05620608899297424,0.19672131147540983,0.09601873536299765,0.00702576112412178,0.0,0.00468384074941452,1,0,28,86,93,57,0.09601873536299765,5.94914824593741,2.4966941630365533,0.1566265060240964,52,unknown,6,18,6,2.625,unknown,1,unknown
FUN_08053970,08053970,x86,gcc,O3,1,1,0,0,3,5,4,1,1,0.2,8.333333333333334,1,5,25,1.61776563134792,0.0794871794871795,58.0,2,0.14953271028037382,0.102803738317757,0.18691588785046728,0.0,0.0,0.0,0,0,16,11,11,24,0.18691588785046728,4.781818460981246,2.7059711419499077,0.16,14,unknown,1,4,1,1.8,unknown,1,unknown
FUN_08053a40,08053a40,x86,gcc,O3,1,1,0,0,3,3,2,1,1,0.3333333333333333,6.666666666666667,1,4,20,1.2633545688091177,0.16904761904761903,86.0,0,0.09090909090909091,0.16161616161616163,0.09090909090909091,0.010101010101010102,0.0,0.0,0,0,16,16,17,13,0.09090909090909091,4.869213415278866,2.322650029237576,0.1,18,unknown,1,2,1,2.6666666666666665,unknown,1,unknown
FUN_08053a80,08053a80,x86,gcc,O3,1,1,0,0,15,30,17,6,6,0.2,7.6,1,24,114,1.5514798952181204,0.15429490749659275,406.0,15,0.0830188679245283,0.15660377358490565,0.13018867924528302,0.0037735849056603774,0.0,0.0037735849056603774,1,0,52,85,91,88,0.13018867924528302,5.306922081563833,2.574994293577699,0.14912280701754385,49,unknown,7,23,6,1.2333333333333334,unknown,1,unknown
FUN_08053c20,08053c20,x86,gcc,O3,1,1,0,0,53,92,41,25,24,0.2717391304347826,5.69811320754717,2,51,302,1.6172413070999527,0.1169216351088955,1030.0,39,0.11477987421383648,0.12735849056603774,0.13522012578616352,0.0023584905660377358,0.0031446540880503146,0.0,23,0,128,162,165,234,0.13522012578616352,5.958573232855846,2.556419626884437,0.1357615894039735,90,unknown,29,63,25,1.358695652173913,unknown,1,unknown
FUN_080541a0,080541a0,x86,gcc,O3,1,1,0,0,47,78,33,18,18,0.23076923076923078,4.638297872340425,3,55,218,1.5593767888231382,0.12656892835218725,756.0,31,0.09053069719042664,0.14568158168574402,0.1331945889698231,0.001040582726326743,0.0,0.0,1,0,48,140,141,133,0.1331945889698231,5.862690153844449,2.4453354090336954,0.15137614678899083,80,unknown,24,54,18,1.294871794871795,unknown,1,unknown
FUN_080544e0,080544e0,x86,gcc,O3,1,1,0,0,9,14,7,6,6,0.42857142857142855,4.222222222222222,2,12,38,1.6140469797929935,0.0842454581953227,92.0,5,0.10967741935483871,0.1032258064516129,0.17419354838709677,0.0,0.0,0.0,1,0,8,16,16,27,0.17419354838709677,5.389032109743708,2.5494649779188183,0.18421052631578946,33,unknown,4,10,6,0.9285714285714286,unknown,1,unknown
FUN_08054560,08054560,x86,gcc,O3,1,1,0,0,3,5,4,3,3,0.6,9.0,1,6,27,1.670206800325021,0.03636363636363636,42.0,2,0.14583333333333334,0.0625,0.1875,0.0,0.0,0.0,0,0,8,6,6,22,0.1875,4.883624287915447,2.4703593383856193,0.14814814814814814,19,unknown,1,4,3,1.2,unknown,1,unknown
FUN_080545c0,080545c0,x86,gcc,O3,1,1,0,0,32,55,25,17,17,0.3090909090909091,4.96875,1,37,159,1.249215190177256,0.13522477325661855,600.0,23,0.07671601615074024,0.16285329744279947,0.11036339165545088,0.0,0.0,0.0026917900403768506,0,0,12,123,127,105,0.11036339165545088,5.774253634032147,2.4448519036682255,0.15723270440251572,60,unknown,18,37,17,1.6,unknown,1,unknown
