function_name,function_address,architecture,compiler,optimization,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,instruction_count,immediate_entropy,bitwise_op_density,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count,algorithm,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,source_file,table_lookup_presence,original_label
FUN_0807d5f0,0807d5f0,x86,gcc,O3,1,1,0,0,23,41,20,11,11,0.2682926829268293,8.173913043478262,1,29,188,1.1968152530296488,0.17957040284135176,750.0,18,0.0879848628192999,0.21570482497634816,0.11542100283822138,0.001892147587511826,0.004730368968779565,0.013245033112582781,1,0,68,242,272,157,0.11542100283822138,5.966819749072156,2.6351921598786032,0.10638297872340426,66,unknown,10,31,11,2.5365853658536586,unknown,1,unknown
FUN_0807d8e0,0807d8e0,x86,gcc,O3,1,1,0,0,4,7,5,3,3,0.42857142857142855,8.75,1,6,35,1.6733093603988551,0.18225806451612903,124.0,3,0.1125,0.15625,0.125,0.0,0.0,0.0,0,0,20,25,25,25,0.125,5.312973795416212,2.5058280283478354,0.14285714285714285,23,unknown,2,5,3,1.4285714285714286,unknown,1,unknown
FUN_0807dc50,0807dc50,x86,gcc,O3,1,1,0,0,20,33,15,8,8,0.24242424242424243,5.35,1,11,107,1.3633833364284569,0.13088230959943536,378.0,13,0.084,0.16,0.1,0.002,0.01,0.004,0,0,60,82,87,81,0.1,5.989196869376729,2.489221300585978,0.14018691588785046,58,unknown,10,23,8,2.0,unknown,1,unknown
FUN_0807ddb0,0807ddb0,x86,gcc,O3,1,1,0,0,9,14,7,5,5,0.35714285714285715,6.333333333333333,2,11,57,1.6075180694926194,0.14078486574980265,182.0,5,0.13095238095238096,0.13095238095238096,0.1349206349206349,0.0,0.0,0.0,0,0,8,33,33,46,0.1349206349206349,5.530902653439295,2.5460157602406097,0.12280701754385964,32,unknown,5,9,5,1.5714285714285714,unknown,1,unknown
FUN_0807def0,0807def0,x86,gcc,O3,1,1,0,0,9,12,5,1,1,0.08333333333333333,4.333333333333333,1,9,39,1.5507011277260887,0.10248844722528933,128.0,3,0.11731843575418995,0.12849162011173185,0.15083798882681565,0.00558659217877095,0.0,0.0,0,0,8,23,24,31,0.15083798882681565,5.1099663127572725,2.42449547659324,0.1282051282051282,27,unknown,4,8,1,1.25,unknown,1,unknown
FUN_0807df60,0807df60,x86,gcc,O3,1,1,0,0,3,5,4,3,3,0.6,11.666666666666666,0,5,35,1.8475416141069323,0.09268125854993159,76.0,2,0.15384615384615385,0.09230769230769231,0.2076923076923077,0.0,0.0,0.0,0,0,8,12,12,27,0.2076923076923077,5.227408043656833,2.60154250881736,0.11428571428571428,19,unknown,1,4,3,1.0,unknown,1,unknown
FUN_0807e620,0807e620,x86,gcc,O3,1,1,0,0,13,19,8,3,3,0.15789473684210525,5.538461538461538,1,14,72,1.455300139214315,0.11450018604709594,196.0,6,0.11513157894736842,0.10855263157894737,0.17763157894736842,0.006578947368421052,0.003289473684210526,0.003289473684210526,0,0,40,34,38,58,0.17763157894736842,5.874908181159774,2.6616391871697385,0.1111111111111111,38,unknown,5,14,3,1.1578947368421053,unknown,1,unknown
FUN_0807e6f0,0807e6f0,x86,gcc,O3,1,1,0,0,24,39,17,11,11,0.28205128205128205,5.333333333333333,1,20,128,1.3254834836804348,0.11330917731517948,380.0,15,0.1056338028169014,0.1426056338028169,0.13380281690140844,0.0035211267605633804,0.0017605633802816902,0.0035211267605633804,1,0,96,83,89,102,0.13380281690140844,5.795480627728389,2.559015013025962,0.1328125,51,unknown,12,27,11,1.8461538461538463,unknown,1,unknown
FUN_0807e89a,0807e89a,x86,gcc,O3,1,1,0,0,85,144,61,45,44,0.3125,5.823529411764706,2,78,495,1.6974292069927361,0.11612237738290089,1324.0,59,0.11875589066918002,0.1239396795475966,0.17200754005655042,0.000471253534401508,0.000471253534401508,0.000942507068803016,1,0,100,265,270,383,0.17200754005655042,6.119736154024463,2.581863350910864,0.12323232323232323,93,unknown,42,102,45,1.0833333333333333,unknown,1,unknown
FUN_08080050,08080050,x86,gcc,O3,1,1,0,0,14,22,10,8,8,0.36363636363636365,6.142857142857143,1,18,86,1.390645586715561,0.09741694384551526,200.0,8,0.1608832807570978,0.08832807570977919,0.1861198738170347,0.0,0.0,0.0,0,0,44,28,28,73,0.1861198738170347,5.524880016758497,2.568495994335985,0.11627906976744186,32,unknown,7,15,8,1.1818181818181819,unknown,1,unknown
FUN_080801a0,080801a0,x86,gcc,O3,1,1,0,0,10,13,5,3,3,0.23076923076923078,6.8,1,11,68,1.204313691830888,0.1305435060887375,184.0,3,0.11619718309859155,0.13028169014084506,0.15845070422535212,0.01056338028169014,0.0,0.01056338028169014,0,0,76,40,49,52,0.15845070422535212,5.720050495011358,2.65002293493551,0.07352941176470588,36,unknown,4,9,3,1.0769230769230769,unknown,1,unknown
FUN_08080270,08080270,x86,gcc,O3,1,1,0,0,10,13,5,3,3,0.23076923076923078,6.8,1,11,68,1.1989114708079411,0.1306558656392993,184.0,3,0.11307420494699646,0.13074204946996468,0.15901060070671377,0.01060070671378092,0.0,0.01060070671378092,0,0,76,40,49,51,0.15901060070671377,5.773344784681283,2.648344947853735,0.07352941176470588,36,unknown,4,9,3,1.0769230769230769,unknown,1,unknown
FUN_08080340,08080340,x86,gcc,O3,1,1,0,0,3,2,1,0,0,0.0,3.6666666666666665,2,3,11,1.5232462195601848,0.08437761069340016,26.0,0,0.13636363636363635,0.11363636363636363,0.1590909090909091,0.0,0.0,0.0,0,0,8,5,5,7,0.1590909090909091,4.030394788231021,2.2092142138300033,0.09090909090909091,9,unknown,1,1,0,1.5,unknown,1,unknown
FUN_08080370,08080370,x86,gcc,O3,1,1,0,0,9,13,6,2,2,0.15384615384615385,8.222222222222221,1,10,74,1.5155986066331377,0.18262654997472502,290.0,4,0.08695652173913043,0.1918158567774936,0.13554987212276215,0.010230179028132993,0.0025575447570332483,0.01278772378516624,0,0,88,80,94,59,0.13554987212276215,5.789065292883029,2.5441842794275042,0.08108108108108109,45,unknown,5,8,2,4.615384615384615,unknown,1,unknown
FUN_08080500,08080500,x86,gcc,O3,1,1,0,0,9,15,8,6,6,0.4,5.666666666666667,1,13,51,1.5739563508509657,0.06477072310405643,140.0,6,0.12946428571428573,0.10714285714285714,0.17410714285714285,0.004464285714285714,0.004464285714285714,0.0,0,0,192,24,25,47,0.17410714285714285,5.0351822385832135,2.6905647161211133,0.1568627450980392,32,unknown,4,11,6,1.4666666666666666,unknown,1,unknown
FUN_080806b0,080806b0,x86,gcc,O3,1,1,0,0,10,15,7,4,4,0.26666666666666666,6.2,2,12,62,1.301702479423666,0.15721464493696796,268.0,5,0.06810035842293907,0.16129032258064516,0.11469534050179211,0.010752688172043012,0.0035842293906810036,0.0,0,0,16,45,48,36,0.11469534050179211,5.7664457942826095,2.42814695753636,0.11290322580645161,38,unknown,5,10,4,2.3333333333333335,unknown,1,unknown
FUN_08080760,08080760,x86,gcc,O3,1,1,0,0,3,3,2,0,0,0.0,5.333333333333333,1,3,16,1.1679834678176249,0.34823644097837647,126.0,0,0.027777777777777776,0.3402777777777778,0.027777777777777776,0.006944444444444444,0.0,0.027777777777777776,0,0,8,53,62,10,0.027777777777777776,4.503434386188786,2.0751343728270406,0.125,14,unknown,1,2,0,7.666666666666667,unknown,1,unknown
FUN_080807a0,080807a0,x86,gcc,O3,1,1,0,0,8,12,6,4,3,0.3333333333333333,4.625,1,9,37,1.0643055433488937,0.09594773940140319,106.0,4,0.0784313725490196,0.13071895424836602,0.13725490196078433,0.0,0.0,0.0,2,0,4,20,20,20,0.13725490196078433,5.234852999941378,2.460811651574614,0.16216216216216217,28,unknown,3,9,4,1.25,unknown,1,unknown
FUN_08080820,08080820,x86,gcc,O3,1,1,0,0,13,20,9,8,6,0.4,3.8461538461538463,1,10,50,1.2622017790726672,0.11721047769434866,178.0,7,0.05652173913043478,0.15217391304347827,0.08695652173913043,0.004347826086956522,0.0,0.0,0,0,5,35,36,29,0.08695652173913043,5.604557374034741,2.269762167211765,0.18,37,unknown,7,13,8,1.55,unknown,1,unknown
FUN_08080970,08080970,x86,gcc,O3,1,1,0,0,5,12,9,7,7,0.5833333333333334,10.4,1,8,52,1.684807349415425,0.06649967886962108,124.0,7,0.0967741935483871,0.11059907834101383,0.16129032258064516,0.004608294930875576,0.0,0.0,0,0,24,24,25,47,0.16129032258064516,5.33433094261336,2.735176491771521,0.17307692307692307,24,unknown,2,10,7,1.8333333333333333,unknown,1,unknown
FUN_08080a80,08080a80,x86,gcc,O3,1,1,0,0,3,7,6,5,5,0.7142857142857143,11.666666666666666,1,6,35,1.7582557789280855,0.07404580152671757,88.0,4,0.1038961038961039,0.11038961038961038,0.16233766233766234,0.006493506493506494,0.0,0.0,0,0,24,17,18,34,0.16233766233766234,5.198132641539015,2.7658162982152663,0.17142857142857143,19,unknown,1,6,5,2.142857142857143,unknown,1,unknown
FUN_08081160,08081160,x86,gcc,O3,1,1,0,0,149,244,97,79,74,0.3237704918032787,4.093959731543624,2,135,610,1.28597087912866,0.13558618007572862,2244.0,95,0.0647189349112426,0.15495562130177515,0.10207100591715976,0.004807692307692308,0.0,0.0014792899408284023,43,0,72,423,444,341,0.10207100591715976,6.011055347708304,2.3797700313618786,0.15901639344262294,143,unknown,85,159,79,1.3647540983606556,unknown,1,unknown
FUN_080818e0,080818e0,x86,gcc,O3,1,1,0,0,121,199,80,60,59,0.3015075376884422,3.256198347107438,4,126,394,1.200869455885217,0.15158473917545282,1856.0,78,0.05885286783042394,0.1770573566084788,0.10723192019950124,0.006982543640897756,0.0,0.0024937655860349127,6,0,44,360,384,212,0.10723192019950124,5.910735773165815,2.323359134046389,0.20304568527918782,112,unknown,78,121,60,1.407035175879397,unknown,1,unknown
FUN_08081a20,08081a20,x86,gcc,O3,1,1,0,0,1,1,2,1,1,1.0,6.0,0,2,6,1.5732974013260144,0.125,24.0,0,0.09375,0.125,0.15625,0.0,0.0,0.0,0,0,8,4,4,7,0.15625,3.683542362433231,2.7959585933443494,0.3333333333333333,5,unknown,0,1,1,0.0,unknown,1,unknown
FUN_08081a40,08081a40,x86,gcc,O3,1,1,0,0,17,30,15,10,9,0.3333333333333333,5.529411764705882,1,15,94,1.5379548269530285,0.13551030260589084,288.0,13,0.09113300492610837,0.13054187192118227,0.13054187192118227,0.007389162561576354,0.0,0.0,3,0,72,53,56,67,0.13054187192118227,5.655368287390283,2.4633570600432813,0.1595744680851064,52,unknown,11,19,10,1.3666666666666667,unknown,1,unknown
FUN_08081ba0,08081ba0,x86,gcc,O3,1,1,0,0,3,3,2,0,0,0.0,4.666666666666667,2,3,14,1.3763006509679825,0.14420122887864825,58.0,0,0.10666666666666667,0.14666666666666667,0.13333333333333333,0.0,0.0,0.0,0,0,8,11,11,13,0.13333333333333333,4.300559092390954,2.4861777721379097,0.14285714285714285,13,unknown,1,2,0,1.6666666666666667,unknown,1,unknown
FUN_08081c30,08081c30,x86,gcc,O3,1,1,0,0,3,3,2,1,1,0.3333333333333333,3.0,1,4,9,0.833721000387424,0.16666666666666666,28.0,0,0.09375,0.1875,0.125,0.03125,0.0,0.0,0,0,12,6,7,3,0.125,4.293660689688185,2.238608500731241,0.2222222222222222,7,unknown,1,2,1,1.0,unknown,1,unknown
FUN_08081c50,08081c50,x86,gcc,O3,1,1,0,0,5,9,6,1,1,0.1111111111111111,10.0,1,6,50,1.204603610491061,0.2087892144153487,242.0,4,0.07924528301886792,0.21509433962264152,0.0830188679245283,0.007547169811320755,0.007547169811320755,0.007547169811320755,1,0,12,59,65,33,0.0830188679245283,5.658906204129914,2.374409950758612,0.12,34,unknown,4,5,1,5.666666666666667,unknown,1,unknown
FUN_08081cf0,08081cf0,x86,gcc,O3,1,1,0,0,39,65,28,21,14,0.3230769230769231,4.333333333333333,3,26,169,1.199058865551192,0.18766844075548614,840.0,26,0.04041450777202073,0.21865284974093263,0.07150259067357513,0.011398963730569948,0.0,0.008290155440414507,0,0,40,219,246,87,0.07150259067357513,6.111100754767663,2.346663744551624,0.16568047337278108,81,unknown,26,39,21,2.9692307692307693,unknown,1,unknown
FUN_08081ef0,08081ef0,x86,gcc,O3,1,1,0,0,29,49,22,17,15,0.3469387755102041,4.862068965517241,1,27,141,1.2618992358726233,0.21647774123416944,788.0,20,0.04608294930875576,0.25460829493087556,0.06221198156682028,0.020737327188940093,0.0,0.01152073732718894,3,0,48,231,269,69,0.06221198156682028,5.702519853764342,2.298344128711185,0.15602836879432624,73,unknown,20,29,17,3.693877551020408,unknown,1,unknown
FUN_08082100,08082100,x86,gcc,O3,1,1,0,0,75,122,49,34,25,0.2786885245901639,3.7866666666666666,2,52,284,1.2711144469647953,0.16721807535326988,1304.0,47,0.04794996525364837,0.19735927727588604,0.08130646282140375,0.010423905489923557,0.0,0.004169562195969423,3,0,48,290,317,125,0.08130646282140375,6.029690184163104,2.2848138959972566,0.17253521126760563,110,unknown,46,76,34,1.9754098360655739,unknown,1,unknown
FUN_08082530,08082530,x86,gcc,O3,1,1,0,0,63,110,49,28,28,0.2545454545454545,3.888888888888889,1,73,245,1.3345482256670904,0.13313209420979732,922.0,47,0.08823529411764706,0.1375432525951557,0.11764705882352941,0.005190311418685121,0.006055363321799308,0.0,12,0,88,159,165,188,0.11764705882352941,5.833663877167962,2.483580402284459,0.2,85,unknown,39,71,28,1.1636363636363636,unknown,1,unknown
FUN_08082930,08082930,x86,gcc,O3,1,1,0,0,19,33,16,11,11,0.3333333333333333,4.368421052631579,2,24,83,1.4335665251647878,0.1414632688251025,346.0,14,0.07635467980295567,0.15517241379310345,0.12315270935960591,0.0049261083743842365,0.0,0.0,0,0,4,63,65,55,0.12315270935960591,5.324401770392795,2.550053547638921,0.1927710843373494,47,unknown,10,23,11,1.4848484848484849,unknown,1,unknown
FUN_08082c10,08082c10,x86,gcc,O3,1,1,0,0,3,4,3,1,1,0.25,3.6666666666666665,1,4,11,2.3352428042451057,0.11435997400909681,38.0,1,0.14285714285714285,0.16326530612244897,0.08163265306122448,0.0,0.0,0.0,0,0,4,8,8,8,0.08163265306122448,5.079965439170123,2.462703783995249,0.2727272727272727,9,unknown,1,3,1,1.25,unknown,1,unknown
FUN_08082c50,08082c50,x86,gcc,O3,1,1,0,0,3,4,3,1,1,0.25,4.0,1,4,12,2.251335359691299,0.11997126436781609,38.0,1,0.125,0.16666666666666666,0.0625,0.0,0.0,0.0,0,0,4,8,8,7,0.0625,5.147639558295963,2.3860276044371003,0.25,11,unknown,1,3,1,1.25,unknown,1,unknown
FUN_08082c90,08082c90,x86,gcc,O3,1,1,0,0,4,6,4,1,1,0.16666666666666666,3.25,1,5,13,2.26768583870742,0.14166666666666666,56.0,2,0.13114754098360656,0.18032786885245902,0.08196721311475409,0.0,0.0,0.0,0,0,4,11,11,9,0.08196721311475409,5.150747374288715,2.3948343184502088,0.3076923076923077,11,unknown,2,4,1,1.3333333333333333,unknown,1,unknown
FUN_08082cd0,08082cd0,x86,gcc,O3,1,1,0,0,3,4,3,1,1,0.25,4.0,1,4,12,2.2096686930246325,0.11997126436781609,38.0,1,0.125,0.16666666666666666,0.0625,0.0,0.0,0.0,0,0,4,8,8,7,0.0625,5.133396397877784,2.3860276044371003,0.25,11,unknown,1,3,1,1.25,unknown,1,unknown
FUN_08082d10,08082d10,x86,gcc,O3,1,1,0,0,3,4,3,1,1,0.25,3.6666666666666665,1,4,11,2.3352428042451057,0.11435997400909681,38.0,1,0.14285714285714285,0.16326530612244897,0.08163265306122448,0.0,0.0,0.0,0,0,4,8,8,8,0.08163265306122448,5.079965439170123,2.462703783995249,0.2727272727272727,9,unknown,1,3,1,1.25,unknown,1,unknown
FUN_08082d50,08082d50,x86,gcc,O3,1,1,0,0,3,4,3,1,1,0.25,4.0,1,4,12,2.2598823682383076,0.11997126436781609,38.0,1,0.125,0.16666666666666666,0.0625,0.0,0.0,0.0,0,0,4,8,8,7,0.0625,5.185375407352566,2.3860276044371003,0.25,11,unknown,1,3,1,1.25,unknown,1,unknown
FUN_08082d90,08082d90,x86,gcc,O3,1,1,0,0,4,6,4,1,1,0.16666666666666666,3.25,1,5,13,2.2468525053740867,0.14166666666666666,56.0,2,0.13114754098360656,0.18032786885245902,0.08196721311475409,0.0,0.0,0.0,0,0,4,11,11,9,0.08196721311475409,5.185230132909403,2.3948343184502088,0.3076923076923077,11,unknown,2,4,1,1.3333333333333333,unknown,1,unknown
FUN_08082dd0,08082dd0,x86,gcc,O3,1,1,0,0,1,1,2,1,1,1.0,8.0,0,2,8,2.934217096844371,0.14705882352941177,24.0,0,0.14705882352941177,0.14705882352941177,0.08823529411764706,0.0,0.0,0.0,0,0,4,5,5,6,0.08823529411764706,4.926733681937769,2.6220910799855925,0.25,7,unknown,0,1,1,0.0,unknown,1,unknown
FUN_08082e00,08082e00,x86,gcc,O3,1,1,0,0,3,7,6,4,4,0.5714285714285714,8.333333333333334,1,7,25,1.4968641116413968,0.07393162393162393,64.0,4,0.08653846153846154,0.10576923076923077,0.17307692307692307,0.0,0.0,0.0,0,0,36,11,11,22,0.17307692307692307,5.067963723085988,2.74300170700874,0.24,15,unknown,1,6,4,1.2857142857142858,unknown,1,unknown
FUN_08082e40,08082e40,x86,gcc,O3,1,1,0,0,3,4,3,1,1,0.25,3.6666666666666665,1,4,11,2.3352428042451057,0.11435997400909681,38.0,1,0.14285714285714285,0.16326530612244897,0.08163265306122448,0.0,0.0,0.0,0,0,4,8,8,8,0.08163265306122448,4.988525294897747,2.462703783995249,0.2727272727272727,9,unknown,1,3,1,1.25,unknown,1,unknown
FUN_08082e80,08082e80,x86,gcc,O3,1,1,0,0,9,14,7,4,4,0.2857142857142857,6.0,2,12,54,1.2704693780207792,0.10837941002099688,204.0,5,0.09583333333333334,0.125,0.1375,0.004166666666666667,0.008333333333333333,0.0,0,0,16,30,31,42,0.1375,5.453483337300056,2.6282302036200402,0.12962962962962962,24,unknown,4,10,4,1.5,unknown,1,unknown
FUN_08084610,08084610,x86,gcc,O3,1,1,0,0,34,56,24,11,10,0.19642857142857142,6.352941176470588,1,27,216,1.017226323556253,0.2188913665525088,1336.0,22,0.035277177825773935,0.2994960403167747,0.03095752339812815,0.007199424046076314,0.0028797696184305254,0.018718502519798418,0,0,52,442,504,94,0.03095752339812815,6.08332905683082,2.167965446716839,0.1111111111111111,95,unknown,23,33,11,5.571428571428571,unknown,1,unknown
FUN_0808eb00,0808eb00,x86,gcc,O3,1,1,0,0,70,176,108,36,35,0.20454545454545456,3.2857142857142856,7,63,230,1.436299893319012,0.13790922532330893,906.0,106,0.09318715740015662,0.15426781519185592,0.09005481597494126,0.003915426781519186,0.0015661707126076742,0.0031323414252153485,2,0,16,201,214,186,0.09005481597494126,5.501988723443704,2.2854361480543552,0.46956521739130436,37,unknown,50,126,36,0.8068181818181818,unknown,1,unknown
FUN_0808f360,0808f360,x86,gcc,O3,1,1,0,0,1,1,2,1,1,1.0,8.0,0,2,8,2.8762306638911586,0.14705882352941177,24.0,0,0.14705882352941177,0.14705882352941177,0.08823529411764706,0.0,0.0,0.0,0,0,4,5,5,6,0.08823529411764706,4.815622570826658,2.6220910799855925,0.25,7,unknown,0,1,1,0.0,unknown,1,unknown
FUN_0808f390,0808f390,x86,gcc,O3,1,1,0,0,1,2,3,1,1,0.5,24.0,0,3,24,1.5614631926636555,0.22900763358778625,90.0,1,0.061068702290076333,0.21374045801526717,0.10687022900763359,0.0,0.0,0.015267175572519083,0,0,12,30,34,19,0.10687022900763359,5.124740400540173,2.5905523254828244,0.125,17,unknown,0,2,1,0.0,unknown,1,unknown
FUN_0808f3d0,0808f3d0,x86,gcc,O3,1,1,0,0,19,25,8,5,5,0.2,3.0,5,15,57,0.9837869158556133,0.13128184834556025,210.0,6,0.08812260536398467,0.14559386973180077,0.08045977011494253,0.011494252873563218,0.0,0.0,0,0,16,38,41,36,0.08045977011494253,5.248212134684419,2.2019213036450336,0.14035087719298245,31,unknown,11,14,5,1.32,unknown,1,unknown
FUN_0808f470,0808f470,x86,gcc,O3,1,1,0,0,1,2,3,2,2,1.0,13.0,0,3,13,1.7565131045521774,0.2916666666666667,58.0,1,0.07291666666666667,0.2604166666666667,0.11458333333333333,0.010416666666666666,0.0,0.020833333333333332,0,0,16,27,32,15,0.11458333333333333,4.686581882561329,2.864041008898707,0.23076923076923078,9,unknown,0,2,2,0.0,unknown,1,unknown
FUN_0808f4a0,0808f4a0,x86,gcc,O3,1,1,0,0,1,2,3,2,2,1.0,13.0,0,3,13,1.7565131045521774,0.2916666666666667,58.0,1,0.07291666666666667,0.2604166666666667,0.11458333333333333,0.010416666666666666,0.0,0.020833333333333332,0,0,16,27,32,15,0.11458333333333333,4.686581882561329,2.864041008898707,0.23076923076923078,9,unknown,0,2,2,0.0,unknown,1,unknown
FUN_0808f4d0,0808f4d0,x86,gcc,O3,1,1,0,0,1,2,3,2,2,1.0,13.0,0,3,13,1.7457518252468514,0.2916666666666667,58.0,1,0.07291666666666667,0.2604166666666667,0.11458333333333333,0.010416666666666666,0.0,0.020833333333333332,0,0,16,27,32,15,0.11458333333333333,4.637801394756451,2.864041008898707,0.23076923076923078,9,unknown,0,2,2,0.0,unknown,1,unknown
FUN_0808f760,0808f760,x86,gcc,O3,1,1,0,0,8,16,10,7,7,0.4375,7.875,1,12,63,1.4139402011304272,0.14379906673075382,226.0,8,0.07876712328767123,0.136986301369863,0.10616438356164383,0.003424657534246575,0.0,0.0,0,0,20,40,41,46,0.10616438356164383,5.343307278609691,2.4267279549787486,0.15873015873015872,29,unknown,4,12,7,2.0625,unknown,1,unknown
FUN_0808f830,0808f830,x86,gcc,O3,1,1,0,0,10,17,9,6,6,0.35294117647058826,4.7,1,15,47,1.5139217469178834,0.1419554642801487,172.0,7,0.06912442396313365,0.15207373271889402,0.12442396313364056,0.009216589861751152,0.0,0.0,0,0,128,33,35,35,0.12442396313364056,5.413573540742623,2.5650196634200286,0.19148936170212766,33,unknown,4,13,6,1.2941176470588236,unknown,1,unknown
FUN_0808f920,0808f920,x86,gcc,O3,1,1,0,0,3,5,4,3,3,0.6,6.666666666666667,1,6,20,1.658884628438592,0.16191423519009726,84.0,2,0.08,0.15,0.11,0.01,0.0,0.0,0,0,8,15,16,16,0.11,4.955546325434388,2.633877835567264,0.2,17,unknown,1,4,3,1.2,unknown,1,unknown
FUN_0808f970,0808f970,x86,gcc,O3,1,1,0,0,4,7,5,4,4,0.5714285714285714,5.75,1,7,23,1.6847227225952646,0.10100806451612904,70.0,3,0.08247422680412371,0.13402061855670103,0.13402061855670103,0.0,0.0,0.0,0,0,36,13,13,16,0.13402061855670103,5.064594321921842,2.689506617764946,0.21739130434782608,18,unknown,1,6,4,1.0,unknown,1,unknown
FUN_0808f9c0,0808f9c0,x86,gcc,O3,1,1,0,0,3,3,2,1,1,0.3333333333333333,8.0,2,4,24,1.5857505640320337,0.058924731182795696,54.0,0,0.12244897959183673,0.08163265306122448,0.15306122448979592,0.0,0.0,0.0,0,0,16,8,8,18,0.15306122448979592,4.858879731663365,2.394801110186356,0.08333333333333333,17,unknown,1,2,1,2.0,unknown,1,unknown
FUN_0808fa20,0808fa20,x86,gcc,O3,1,1,0,0,15,26,13,11,11,0.4230769230769231,5.266666666666667,1,19,79,1.2011869276784861,0.14611692795152775,310.0,11,0.08651399491094147,0.13994910941475827,0.11450381679389313,0.015267175572519083,0.002544529262086514,0.0,0,0,44,55,61,60,0.11450381679389313,5.846950059616982,2.5309902115951886,0.16455696202531644,45,unknown,7,19,11,1.2307692307692308,unknown,1,unknown
FUN_0808fb20,0808fb20,x86,gcc,O3,1,1,0,0,9,11,4,1,1,0.09090909090909091,3.6666666666666665,2,5,33,0.9877560557087188,0.24049062049062048,166.0,2,0.08333333333333333,0.23333333333333334,0.07777777777777778,0.016666666666666666,0.005555555555555556,0.011111111111111112,0,0,12,44,51,21,0.07777777777777778,5.275762812828752,2.490686709356416,0.12121212121212122,26,unknown,4,7,1,2.8181818181818183,unknown,1,unknown
FUN_0808fb70,0808fb70,x86,gcc,O3,1,1,0,0,2,2,2,1,1,0.5,4.5,1,3,9,1.7448869833324956,0.038461538461538464,10.0,0,0.13793103448275862,0.06896551724137931,0.1724137931034483,0.0,0.0,0.0,0,0,12,2,2,6,0.1724137931034483,4.350209029099896,2.3302924120652806,0.2222222222222222,6,unknown,1,1,1,1.0,unknown,1,unknown
FUN_0808fba0,0808fba0,x86,gcc,O3,1,1,0,0,2,2,2,1,1,0.5,4.0,1,3,8,1.7599988161773024,0.043478260869565216,10.0,0,0.11538461538461539,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0,0,8,2,2,5,0.15384615384615385,4.202819531114783,2.3306131281348947,0.25,6,unknown,1,1,1,1.0,unknown,1,unknown
FUN_0808fbc0,0808fbc0,x86,gcc,O3,1,1,0,0,2,2,2,1,1,0.5,4.0,1,3,8,1.7599988161773024,0.043478260869565216,10.0,0,0.11538461538461539,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0,0,8,2,2,5,0.15384615384615385,4.202819531114783,2.3306131281348947,0.25,6,unknown,1,1,1,1.0,unknown,1,unknown
FUN_0808fbe0,0808fbe0,x86,gcc,O3,1,1,0,0,2,2,2,1,1,0.5,4.0,1,3,8,1.7599988161773021,0.043478260869565216,10.0,0,0.11538461538461539,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0,0,8,2,2,5,0.15384615384615385,4.202819531114783,2.3306131281348947,0.25,6,unknown,1,1,1,1.0,unknown,1,unknown
FUN_0808fc00,0808fc00,x86,gcc,O3,1,1,0,0,2,2,2,1,1,0.5,5.0,1,3,10,1.6443639837146833,0.029411764705882353,12.0,0,0.16216216216216217,0.05405405405405406,0.21621621621621623,0.0,0.0,0.0,0,0,16,2,2,9,0.21621621621621623,4.326360407952693,2.4047388383095623,0.2,7,unknown,1,1,1,1.0,unknown,1,unknown
FUN_0808fc30,0808fc30,x86,gcc,O3,1,1,0,0,101,192,93,72,64,0.375,5.534653465346534,1,90,559,1.445881197015418,0.12133891341388962,1834.0,91,0.10934959349593495,0.1443089430894309,0.12926829268292683,0.005284552845528455,0.0008130081300813008,0.0,0,0,264,355,368,418,0.12926829268292683,5.88452847096519,2.5509403258444276,0.16636851520572452,101,unknown,59,133,72,1.515625,unknown,1,unknown
FUN_080904a0,080904a0,x86,gcc,O3,1,1,0,0,3,5,4,2,2,0.4,7.333333333333333,1,6,22,1.712475394209631,0.09539546155540868,80.0,2,0.10091743119266056,0.14678899082568808,0.13761467889908258,0.009174311926605505,0.0,0.0,0,0,84,16,17,19,0.13761467889908258,5.194833690207423,2.6704645657434662,0.18181818181818182,19,unknown,1,4,2,2.8,unknown,1,unknown
FUN_080904f0,080904f0,x86,gcc,O3,1,1,0,0,1,2,3,2,2,1.0,12.0,0,3,12,1.8668730669670157,0.1016949152542373,32.0,1,0.1016949152542373,0.1016949152542373,0.1864406779661017,0.0,0.0,0.0,0,0,12,6,6,14,0.1864406779661017,4.553055907333275,2.816376941880298,0.25,7,unknown,0,2,2,0.0,unknown,1,unknown
