architecture,algorithm,compiler,optimization,filename,function_name,function_address,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,instruction_count,immediate_entropy,bitwise_op_density,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count,source_file
AVR,RSA-1024,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,mod_inverse,code:000214,RSA-1024,1,4,5,0,0,0.0129870129870129,77.0,1,4,0,0,0,0,77,0.0,0.2333333333333333,0,152,0.2266666666666666,0.1,0.1966666666666666,0.0133333333333333,0.0,0.12,False,False,False,False,0,0,4,34,40,68,0.1966666666666666,5.298848188858313,3.7005953632271615,0.0649350649350649,26,rsa_crypto_dataset.csv
AVR,RSA-1024,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,is_prime,code:000265,RSA-1024,19,44,27,2,1,0.0380622837370242,15.210526315789474,2,18,0,0,0,0,289,0.0,0.0661163991079856,0,337,0.1218154386008061,0.0206811246257229,0.0902082402070073,0.0136138816803636,0.0,0.031821392801899,False,False,False,False,0,0,4,46,61,203,0.1696428571428571,6.514173020169158,3.307733745445301,0.0934256055363321,66,rsa_crypto_dataset.csv
AVR,RSA-1024,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,generate_prime,code:000397,RSA-1024,6,14,10,1,1,0.0180722891566265,27.666666666666668,2,10,0,0,0,0,166,0.0,0.1135547057990434,0,186,0.1305036032944406,0.0466059444825745,0.1095507048621324,0.0110162624876077,0.0,0.0559324988288612,False,False,False,False,0,0,4,40,46,84,0.1353965183752417,6.162320232700034,3.2776902645375903,0.0602409638554216,46,rsa_crypto_dataset.csv
AVR,RSA-1024,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,rsa1024_generate_keypair,code:000444,RSA-1024,8,28,22,2,1,0.0159090909090909,55.0,1,14,0,0,0,0,440,0.0,0.0545963496524215,0,470,0.1830652814821338,0.0180608184918529,0.1625618647588521,0.0040919856006062,0.0,0.0324435455599622,False,False,False,False,0,0,4,65,87,319,0.1989137813985064,6.3955776996714615,3.159009564074708,0.05,71,rsa_crypto_dataset.csv
AVR,RSA-1024,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,rsa1024_encrypt,code:00060e,RSA-1024,7,16,11,1,1,0.0219298245614035,32.57142857142857,2,8,0,0,0,0,228,0.0,0.0725420122286228,0,249,0.1697537700003019,0.0281367079776987,0.153947494577747,0.0059161845722506,0.0,0.0384891196786734,False,False,False,False,0,0,4,34,43,169,0.1972534332084894,6.258278112367904,3.0688574988238044,0.0482456140350877,39,rsa_crypto_dataset.csv
AVR,RSA-1024,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,rsa1024_decrypt,code:0006fa,RSA-1024,7,16,11,1,1,0.0219298245614035,32.57142857142857,2,8,0,0,0,0,228,0.0,0.0725420122286228,0,249,0.1697537700003019,0.0281367079776987,0.153947494577747,0.0059161845722506,0.0,0.0384891196786734,False,False,False,False,0,0,4,34,43,169,0.1972534332084894,6.258278112367904,3.0688574988238044,0.0482456140350877,39,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,main,code:0007e6,Non-Crypto,16,42,28,2,1,0.0216535433070866,31.75,1,17,0,0,0,0,508,0.0,0.0642208246386749,0,647,0.1465254959160142,0.0237219150768769,0.1271264193719881,0.0081574983540632,0.0,0.0323414112077347,False,False,False,False,0,0,4,104,122,377,0.1751863684771033,6.549072727447939,3.2869242158742478,0.0551181102362204,69,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__muldi3,code:0009f8,Non-Crypto,1,7,8,0,0,0.0136986301369863,73.0,1,3,0,0,0,0,73,0.0,0.0961538461538461,0,249,0.2115384615384615,0.0216346153846153,0.0673076923076923,0.0576923076923076,0.0216346153846153,0.016826923076923,False,False,False,False,0,0,4,33,31,97,0.0673076923076923,5.287034441195326,3.7855563993065777,0.1095890410958904,26,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__muldi3_6,code:000a48,Non-Crypto,3,4,3,0,0,0.125,2.6666666666666665,2,4,0,0,0,0,8,0.0,0.057625434674615,0,43,0.278936910084451,0.0,0.0887978142076502,0.052160953800298,0.0,0.0054644808743169,False,False,False,False,1,0,4,5,6,18,0.0263157894736842,3.7946534735443422,3.6012520958802816,0.375,6,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__moddi3,code:000a51,Non-Crypto,1,1,2,0,0,0.0,2.0,1,2,0,0,0,0,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,4,0,0,0,0.0,2.0,1.0,1.0,1,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__divdi3,code:000a53,Non-Crypto,1,1,2,0,0,0.0,1.0,1,2,0,0,0,0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,4,0,0,0,0.0,1.0,0.0,2.0,0,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__divdi3_moddi3,code:000a54,Non-Crypto,3,4,3,0,0,0.1111111111111111,3.0,1,5,0,0,0,0,9,0.0,0.074074074074074,0,6,0.0,0.037037037037037,0.0,0.037037037037037,0.0,0.0,False,False,False,False,0,0,4,2,1,0,0.0,3.970573095811684,1.758842712835596,0.3333333333333333,6,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__umoddi3,code:000a82,Non-Crypto,1,1,2,0,0,0.0,2.0,1,2,0,0,0,0,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,4,0,0,0,0.0,2.0,1.0,1.0,1,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__udivdi3,code:000a84,Non-Crypto,1,1,2,0,0,0.0,1.0,1,2,0,0,0,0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,4,0,0,0,0.0,1.0,0.0,2.0,0,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__udivdi3_umoddi3,code:000a85,Non-Crypto,1,1,2,0,0,0.0,10.0,1,2,0,0,0,0,10,0.0,0.0384615384615384,0,12,0.4615384615384615,0.0,0.3846153846153846,0.0,0.0,0.0384615384615384,False,False,False,False,0,0,4,0,1,12,0.3846153846153846,3.606936732175322,2.614330835159265,0.2,5,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__udivmod64,code:000a90,Non-Crypto,11,15,6,2,1,0.0617283950617283,7.363636363636363,2,8,0,0,0,0,81,0.0,0.1071359523644307,0,526,0.1604042285495398,0.0116103495204825,0.0659090909090909,0.0955256028439482,0.0,0.0,False,False,False,False,0,0,4,97,75,135,0.0052840158520475,6.007442295399704,3.564493231903784,0.074074074074074,35,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__negdi2,code:000ae1,Non-Crypto,1,0,1,0,0,0.0,16.0,2,1,0,0,0,0,16,0.0,0.175438596491228,0,145,0.1345029239766081,0.0467836257309941,0.0058479532163742,0.1286549707602339,0.0,0.0,False,False,False,False,0,0,4,37,22,23,0.0058479532163742,3.35845859334435,3.5156307038084984,0.0625,5,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__prologue_saves__,code:000af1,Non-Crypto,2,2,2,0,0,0.0,8.0,1,3,0,0,0,0,16,0.0,0.0,0,16,0.5,0.0,0.5,0.0,0.0,0.0,False,False,False,False,0,0,4,0,0,16,0.5,3.271782221599798,1.0,0.125,1,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,FUN_code_000b01,code:000b01,Non-Crypto,1,0,1,0,0,0.0,12.0,2,1,0,0,0,0,12,0.0,0.4487179487179487,0,57,0.0769230769230769,0.2051282051282051,0.0256410256410256,0.0384615384615384,0.0,0.2051282051282051,False,False,False,False,0,0,4,19,19,6,0.0256410256410256,4.001629167387823,3.65657105337504,0.0833333333333333,10,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__epilogue_restores__,code:000b0d,Non-Crypto,1,0,1,0,0,0.0,27.0,2,1,0,0,0,0,27,0.0,0.2291666666666666,0,66,0.1736111111111111,0.1041666666666666,0.1319444444444444,0.0138888888888888,0.0,0.1111111111111111,False,False,False,False,0,0,4,17,18,25,0.1319444444444444,4.787023381672907,3.3862294753938778,0.037037037037037,9,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__ashrdi3,code:000b28,Non-Crypto,1,1,2,0,0,0.0,2.0,1,2,0,0,0,0,2,0.0,1.0,0,4,0.0,0.4285714285714285,0.0,0.1428571428571428,0.0,0.4285714285714285,False,False,False,False,0,0,4,4,4,0,0.0,2.0,2.235926350629033,1.0,1,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__lshrdi3,code:000b2a,Non-Crypto,6,7,3,2,1,0.0714285714285714,4.666666666666667,2,4,0,0,0,0,28,0.0,0.1900114468864469,0,150,0.1541086691086691,0.0584722222222222,0.0622222222222222,0.0953586691086691,0.0,0.0361805555555555,False,False,False,False,0,0,4,52,42,10,0.0174418604651162,4.613234111284805,3.5685345305615046,0.1071428571428571,15,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__adddi3,code:000b46,Non-Crypto,1,0,1,0,0,0.0,9.0,2,1,0,0,0,0,9,0.0,0.0683760683760683,0,71,0.2649572649572649,0.0,0.0085470085470085,0.0683760683760683,0.0,0.0,False,False,False,False,0,0,4,8,8,31,0.0085470085470085,3.413833863973601,3.0576316221555824,0.1111111111111111,3,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__adddi3_s8,code:000b4f,Non-Crypto,1,0,1,0,0,0.0,12.0,2,1,0,0,0,0,12,0.0,0.0977443609022556,0,85,0.2330827067669172,0.0075187969924812,0.0075187969924812,0.0827067669172932,0.0,0.0075187969924812,False,False,False,False,0,0,4,13,12,31,0.0075187969924812,3.682817315121022,3.251860549368133,0.0833333333333333,6,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__subdi3,code:000b5b,Non-Crypto,1,0,1,0,0,0.0,9.0,2,1,0,0,0,0,9,0.0,0.1666666666666666,0,110,0.1818181818181818,0.053030303030303,0.0075757575757575,0.1136363636363636,0.0,0.0,False,False,False,False,0,0,4,22,15,24,0.0075757575757575,3.413833863973601,3.4196330275781985,0.1111111111111111,3,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__cmpdi2,code:000b64,Non-Crypto,1,0,1,0,0,0.0,9.0,2,1,0,0,0,0,9,0.0,0.1527777777777778,0,108,0.1666666666666666,0.0486111111111111,0.0069444444444444,0.1041666666666666,0.0,0.0,False,False,False,False,0,0,4,22,15,24,0.0069444444444444,3.413833863973601,3.3087130975213066,0.1111111111111111,3,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__cmpdi2_s8,code:000b6d,Non-Crypto,1,0,1,0,0,0.0,12.0,2,1,0,0,0,0,12,0.0,0.16875,0,122,0.15,0.05,0.00625,0.1125,0.0,0.00625,False,False,False,False,0,0,4,27,19,24,0.00625,3.682817315121023,3.4041082617654213,0.0833333333333333,6,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__umulhisi3,code:000b79,Non-Crypto,1,0,1,0,0,0.0,15.0,2,1,0,0,0,0,15,0.0,0.1147540983606557,0,82,0.1639344262295081,0.0327868852459016,0.0081967213114754,0.081967213114754,0.0327868852459016,0.0,False,False,False,False,0,0,4,14,10,24,0.0081967213114754,3.906890595608519,3.5272664329477834,0.0666666666666666,8,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,do_rand,code:000b88,Non-Crypto,5,9,6,0,0,0.0285714285714285,14.0,2,8,0,0,0,0,70,0.0,0.0780604955160358,0,162,0.1841334549323605,0.021500835993312,0.1036497948016415,0.0487165222678218,0.0,0.0078431372549019,False,False,False,False,0,0,4,24,21,64,0.1073825503355704,5.769117860232334,3.764022681896512,0.0857142857142857,32,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,rand_r,code:000bd1,Non-Crypto,1,1,2,0,0,0.0,2.0,1,2,0,0,0,0,2,0.0,0.1,0,4,0.4,0.0,0.2,0.0,0.0,0.1,False,False,False,False,1,0,4,0,1,4,0.2,2.584962500721156,2.9219280948873627,1.0,1,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,rand,code:000bd4,Non-Crypto,1,1,2,0,0,0.0,4.0,1,2,0,0,0,0,4,0.0,0.0714285714285714,0,4,0.2857142857142857,0.0,0.1428571428571428,0.0,0.0,0.0714285714285714,False,False,False,False,0,0,4,0,1,4,0.1428571428571428,3.121928094887362,2.692380602454975,0.5,3,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,srand,code:000bd9,Non-Crypto,1,0,1,0,0,0.0,7.0,2,1,0,0,0,0,7,0.0,0.0,0,2,0.1666666666666666,0.0,0.0833333333333333,0.0,0.0,0.0,False,False,False,False,0,0,4,0,0,2,0.0833333333333333,3.295357051617442,1.4182958340544896,0.1428571428571428,4,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,puts,code:000bfa,Non-Crypto,9,12,5,2,2,0.0909090909090909,4.888888888888889,2,7,0,0,0,0,44,0.0,0.0703992626970804,0,52,0.1275442619473428,0.0245123962710612,0.0996205596333966,0.0240844972552289,0.0,0.0218023691707902,False,False,False,False,0,0,4,9,8,19,0.1304347826086956,5.15711564849549,3.633092263894891,0.1136363636363636,33,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,strnlen_P,code:000e0b,Non-Crypto,3,3,2,1,2,0.0909090909090909,3.6666666666666665,2,3,0,0,0,0,11,0.0,0.0804843304843304,0,54,0.1061253561253561,0.0092592592592592,0.027065527065527,0.0619658119658119,0.0,0.0092592592592592,False,False,False,False,0,0,4,10,8,12,0.0394736842105263,4.061482186720775,3.8450793249791233,0.1818181818181818,10,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,strnlen,code:000e16,Non-Crypto,3,3,2,1,2,0.0909090909090909,3.6666666666666665,2,3,0,0,0,0,11,0.0,0.073403720462544,0,54,0.108848667672197,0.0098039215686274,0.018350930115636,0.0635997988939165,0.0,0.0,False,False,False,False,0,0,8,10,7,12,0.027027027027027,3.9362600275315263,3.7059639617504647,0.1818181818181818,10,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,fputc,code:000e21,Non-Crypto,9,12,5,0,0,0.0666666666666666,6.666666666666667,2,9,0,0,0,0,60,0.0,0.1099491918711114,0,143,0.1734511506904577,0.0405434965274486,0.1315074277385579,0.0368954072778192,0.0,0.0325102880658436,False,False,False,False,0,0,4,21,18,44,0.1181102362204724,5.673930204123511,3.8683766318325032,0.0833333333333333,46,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__ultoa_invert,code:000e5d,Non-Crypto,13,24,13,3,2,0.106060606060606,5.076923076923077,2,12,0,0,0,0,66,0.0,0.0781270015863812,0,337,0.1099028605534348,0.0118650060233182,0.0393280308615771,0.0524711006220083,0.0019230769230769,0.0137908949410546,False,False,False,False,0,0,4,49,46,91,0.022680412371134,5.945835552004707,3.800738768082837,0.1969696969696969,40,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,FUN_code_000e9f,code:000e9f,Non-Crypto,1,1,2,0,0,0.0,1.0,1,2,0,0,0,0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,4,0,0,0,0.0,1.0,0.0,2.0,0,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,FUN_code_000ea0,code:000ea0,Non-Crypto,2,2,2,1,2,0.0909090909090909,5.5,2,2,0,0,0,0,11,0.0,0.3467394902350215,0,96,0.0936775902019198,0.1329030122476001,0.0094339622641509,0.1348891095663687,0.0,0.0789473684210526,False,False,False,False,0,0,4,30,24,10,0.009090909090909,3.3843641434371503,3.7716337781430056,0.1818181818181818,8,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,FUN_code_000eab,code:000eab,Non-Crypto,3,3,2,1,2,0.0625,5.333333333333333,2,3,0,0,0,0,16,0.0,0.2102826510721247,0,102,0.0938109161793372,0.0760233918128654,0.0046296296296296,0.0816276803118908,0.0,0.0526315789473684,False,False,False,False,0,0,4,28,24,20,0.0075187969924812,4.174800876357291,3.6622300463028927,0.125,11,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__divmodsi4,code:000ebb,Non-Crypto,4,10,8,0,0,0.25,3.0,1,8,0,0,0,0,12,0.0,0.1875,0,20,0.0952380952380952,0.0595238095238095,0.0476190476190476,0.0208333333333333,0.0,0.1071428571428571,False,False,False,False,0,0,4,5,8,8,0.0833333333333333,3.986569246460625,3.4672804071431447,0.6666666666666666,9,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__divmodsi4_neg2,code:000eca,Non-Crypto,2,1,1,0,0,0.0,4.0,2,2,0,0,0,0,8,0.0,0.0933333333333333,0,69,0.31,0.0266666666666666,0.125,0.0666666666666666,0.0,0.0,False,False,False,False,0,0,4,17,10,11,0.0126582278481012,2.7743974703476995,3.612228345221709,0.125,5,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__negsi2,code:000ed2,Non-Crypto,1,0,1,0,0,0.0,8.0,2,1,0,0,0,0,8,0.0,0.1772151898734177,0,69,0.1392405063291139,0.050632911392405,0.0126582278481012,0.1265822784810126,0.0,0.0,False,False,False,False,0,0,4,17,10,11,0.0126582278481012,2.9772170014624826,3.612228345221709,0.125,5,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__muluhisi3,code:000eda,Non-Crypto,1,1,2,0,0,0.0,10.0,1,2,0,0,0,0,10,0.0,0.131578947368421,0,52,0.1447368421052631,0.0394736842105263,0.0263157894736842,0.0789473684210526,0.0394736842105263,0.0131578947368421,False,False,False,False,1,0,4,9,7,14,0.0263157894736842,3.936260027531526,3.7749613573877694,0.2,6,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__mulshisi3,code:000ee5,Non-Crypto,1,2,3,0,0,0.5,2.0,1,3,0,0,0,0,2,0.0,0.3333333333333333,0,3,0.0,0.1666666666666666,0.0,0.0,0.0,0.1666666666666666,False,False,False,False,0,0,4,1,1,0,0.0,2.584962500721156,2.584962500721156,1.5,1,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__mulohisi3,code:000ee8,Non-Crypto,1,1,2,0,0,0.0,4.0,1,2,0,0,0,0,4,0.0,0.1388888888888889,0,28,0.2222222222222222,0.0277777777777777,0.0555555555555555,0.0833333333333333,0.0,0.0277777777777777,False,False,False,False,1,0,4,4,4,8,0.0555555555555555,3.121928094887362,3.700651307287282,0.5,3,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,__udivmodsi4,code:000eed,Non-Crypto,5,6,3,2,2,0.0588235294117647,6.8,2,3,0,0,0,0,34,0.0,0.1123253731343283,0,224,0.1548462686567164,0.0148,0.00625,0.0975253731343283,0.0,0.0,False,False,False,False,0,0,4,39,29,57,0.0032467532467532,4.977404849259693,3.63168366255735,0.088235294117647,22,rsa_crypto_dataset.csv
AVR,Non-Crypto,avr-gcc,Os,rsa1024_AVR_avr-gcc_Os.elf,exit,code:000f0f,Non-Crypto,2,2,2,1,2,0.0,1.0,1,2,0,0,0,0,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,4,0,0,0,0.0,2.0,1.0,1.0,1,rsa_crypto_dataset.csv
MIPS,Non-Crypto,clang,O0,rsa1024_MIPS_clang_O0.elf,_init,00010710,Non-Crypto,5,6,3,0,0,0.0606060606060606,6.6,2,6,0,0,0,0,33,0.0,0.1645672410378292,0,40,0.1837591602297484,0.1342840166369578,0.0780946722123192,0.0,0.0,0.0302832244008714,False,False,False,False,0,0,32,12,3,18,0.0933333333333333,4.420241423362563,2.9725521505753925,0.0909090909090909,19,rsa_crypto_dataset.csv
MIPS,Non-Crypto,clang,O0,rsa1024_MIPS_clang_O0.elf,__start,000107a0,Non-Crypto,3,4,3,1,2,0.0454545454545454,7.333333333333333,1,4,0,0,0,0,22,0.0,0.1694444444444444,0,19,0.0833333333333333,0.1611111111111111,0.0499999999999999,0.0,0.0,0.0083333333333333,False,False,False,False,0,0,20,7,1,10,0.1363636363636363,4.374253832423519,2.7721854605116727,0.1363636363636363,20,rsa_crypto_dataset.csv
MIPS,Non-Crypto,clang,O0,rsa1024_MIPS_clang_O0.elf,deregister_tm_clones,00010800,Non-Crypto,4,5,3,0,0,0.1428571428571428,3.5,2,5,0,0,0,0,14,0.0,0.2613636363636363,0,21,0.0795454545454545,0.25,0.0454545454545454,0.0,0.0,0.0113636363636363,False,False,False,False,0,0,16,6,1,7,0.1111111111111111,3.954649014776424,3.0346259624624,0.2142857142857142,11,rsa_crypto_dataset.csv
MIPS,Non-Crypto,clang,O0,rsa1024_MIPS_clang_O0.elf,register_tm_clones,00010838,Non-Crypto,4,5,3,0,0,0.1052631578947368,4.75,2,5,0,0,0,0,19,0.0,0.287037037037037,0,23,0.0833333333333333,0.25,0.037037037037037,0.0,0.0,0.037037037037037,False,False,False,False,0,0,16,6,4,9,0.0975609756097561,4.312045334250502,3.327813444889459,0.1578947368421052,16,rsa_crypto_dataset.csv
MIPS,Non-Crypto,clang,O0,rsa1024_MIPS_clang_O0.elf,__do_global_dtors_aux,00010884,Non-Crypto,8,13,7,1,2,0.1071428571428571,7.0,2,10,0,0,0,0,56,0.0,0.0508505405778491,0,73,0.2386776805163239,0.0407266167336499,0.1836409293555114,0.0,0.0,0.0101239238441991,False,False,False,False,0,0,48,9,3,46,0.1818181818181818,5.358827795187694,2.6638173781935968,0.125,40,rsa_crypto_dataset.csv
MIPS,Non-Crypto,clang,O0,rsa1024_MIPS_clang_O0.elf,frame_dummy,00010964,Non-Crypto,1,1,2,0,0,0.0,7.0,1,2,0,0,0,0,7,0.0,0.1111111111111111,0,4,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,False,False,False,False,0,0,16,0,1,4,0.1111111111111111,4.110577243331642,2.058813890331201,0.2857142857142857,6,rsa_crypto_dataset.csv
MIPS,RSA-1024,clang,O0,rsa1024_MIPS_clang_O0.elf,mod_exp,00010980,RSA-1024,8,12,6,1,1,0.0485436893203883,12.875,2,4,0,0,0,0,103,0.0,0.063019165480638,0,75,0.1482691395362628,0.0531868958666903,0.1322497850323192,0.0,0.0098244863013698,0.0098322696139476,False,False,False,False,0,0,80,8,6,67,0.1859649122807017,4.682096078587859,2.743339530756832,0.058252427184466,51,rsa_crypto_dataset.csv
MIPS,RSA-1024,clang,O0,rsa1024_MIPS_clang_O0.elf,extended_gcd,00010b1c,RSA-1024,5,8,5,1,1,0.017391304347826,23.0,2,6,0,0,0,0,115,0.0,0.0493560998045303,0,98,0.1906655004188636,0.0446130849718293,0.1645156786412391,0.0,0.0026905829596412,0.0047430148327009,False,False,False,False,0,0,128,10,2,85,0.2076023391812865,4.833289818361462,2.4634407192238177,0.0434782608695652,47,rsa_crypto_dataset.csv
MIPS,RSA-1024,clang,O0,rsa1024_MIPS_clang_O0.elf,mod_inverse,00010ce8,RSA-1024,1,3,4,0,0,0.0196078431372549,51.0,1,3,0,0,0,0,51,0.0,0.0571428571428571,0,48,0.2642857142857143,0.05,0.2,0.0,0.0,0.0071428571428571,False,False,False,False,0,0,80,7,1,37,0.2,4.850995231164233,2.347435060707739,0.0784313725490196,25,rsa_crypto_dataset.csv
MIPS,RSA-1024,clang,O0,rsa1024_MIPS_clang_O0.elf,is_prime,00010db4,RSA-1024,18,25,9,1,1,0.042016806722689,6.611111111111111,2,18,0,0,0,0,119,0.0,0.0279941453480972,0,100,0.1282799356682518,0.0209844724449535,0.1121660476471473,0.0052023673157693,0.0,0.0018073055873743,False,False,False,False,0,0,72,15,4,53,0.1606425702811245,4.479059734991028,2.968241083789629,0.0756302521008403,53,rsa_crypto_dataset.csv
MIPS,RSA-1024,clang,O0,rsa1024_MIPS_clang_O0.elf,generate_prime,00010f90,RSA-1024,7,11,6,1,1,0.0240963855421686,11.857142857142858,2,6,0,0,0,0,83,0.0,0.0691281495274235,0,80,0.1701999905720414,0.0485170606767702,0.1279523259559557,0.0098522167487684,0.0,0.0107588721018848,False,False,False,False,0,0,60,16,5,48,0.1773399014778325,4.776068022816776,2.889874462734981,0.072289156626506,50,rsa_crypto_dataset.csv
MIPS,RSA-1024,clang,O0,rsa1024_MIPS_clang_O0.elf,rsa1024_generate_keypair,000110dc,RSA-1024,12,25,15,2,1,0.0254237288135593,19.666666666666668,1,11,0,0,0,0,236,0.0,0.0634659094729905,0,214,0.1415136444404737,0.0318920277314258,0.1184291301334967,0.0188975996902826,0.0034722222222222,0.012676282051282,False,False,False,False,0,0,136,42,15,146,0.1809672386895476,5.026990958259231,2.7965178537084143,0.0635593220338983,69,rsa_crypto_dataset.csv
