architecture,algorithm,compiler,optimization,filename,function_name,function_address,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,instruction_count,immediate_entropy,bitwise_op_density,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count,source_file
ARM,Non-Crypto,clang,O0,ecc_ARM_clang_O0.elf,_init,10428,Non-Crypto,1,1,2,0,0,0,3,1,2,0,0,0,0,3,0,0.105263158,0,10,0.315789474,0.105263158,0.210526316,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,2,0,6,0.210526316,3.084962501,3.010570934,0.666666667,2,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O0,ecc_ARM_clang_O0.elf,_start,000104b4,Non-Crypto,1,2,3,0,0,0.066666667,15,1,3,0,0,0,0,15,0,0.043478261,0,20,0.130434783,0.043478261,0.108695652,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,2,0,6,0.108695652,4.598652005,2.35245669,0.2,14,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O0,ecc_ARM_clang_O0.elf,call_weak_fn,1.04E+10,Non-Crypto,3,3,2,0,0,0,3.333333333,1,4,0,0,0,0,10,0,0.079411765,0,36,0.07254902,0.052941176,0.046078431,0,0,0.026470588,FALSE,FALSE,FALSE,FALSE,1,0,0,4,2,6,0.072727273,4.665311532,4.072738469,0.2,7,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O0,ecc_ARM_clang_O0.elf,deregister_tm_clones,0001050c,Non-Crypto,4,5,3,0,0,0.153846154,3.25,2,5,0,0,0,0,13,0,0.2,0,26,0.1375,0.2,0.05,0,0,0,FALSE,FALSE,FALSE,FALSE,1,0,0,4,0,8,0.028571429,4.209867122,3.139978648,0.230769231,9,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O0,ecc_ARM_clang_O0.elf,register_tm_clones,10538,Non-Crypto,4,5,3,0,0,0.125,4,2,5,0,0,0,0,16,0,0.236290323,0,57,0.094354839,0.212096774,0.05,0,0,0.024193548,FALSE,FALSE,FALSE,FALSE,1,0,0,7,6,12,0.012987013,4.653495562,3.72752838,0.1875,13,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O0,ecc_ARM_clang_O0.elf,__do_global_dtors_aux,0001056c,Non-Crypto,5,8,5,0,0,0.2,4,2,7,0,0,0,0,20,0,0.071919192,0,30,0.265383244,0.071919192,0.14721331,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,4,0,16,0.140350877,4.680689289,3.145971327,0.25,17,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O0,ecc_ARM_clang_O0.elf,mod_add,000105b0,Non-Crypto,1,3,4,0,0,0.023809524,42,1,2,0,0,0,0,42,0,0.024390244,0,57,0.284552846,0.016260163,0.227642276,0,0,0.008130081,FALSE,FALSE,FALSE,FALSE,0,0,56,2,1,35,0.227642276,4.641567028,3.363448461,0.095238095,19,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O0,ecc_ARM_clang_O0.elf,mod_sub,10658,Non-Crypto,1,3,4,0,0,0.022727273,44,1,2,0,0,0,0,44,0,0.02,0,75,0.26,0.013333333,0.186666667,0,0,0.006666667,FALSE,FALSE,FALSE,FALSE,0,0,56,2,1,39,0.186666667,4.690386865,3.632862844,0.090909091,21,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O0,ecc_ARM_clang_O0.elf,mod_mul,10708,Non-Crypto,1,3,4,0,0,0.023255814,43,1,2,0,0,0,0,43,0,0.034722222,0,83,0.270833333,0.013888889,0.222222222,0,0.020833333,0.020833333,FALSE,FALSE,FALSE,FALSE,0,0,64,2,3,42,0.222222222,4.867707602,3.693329649,0.093023256,21,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O0,ecc_ARM_clang_O0.elf,extended_gcd,000107b4,Non-Crypto,5,8,5,1,1,0.024390244,16.4,2,5,0,0,0,0,82,0,0.041686117,0,183,0.193446418,0.015605929,0.162954975,0,0.003947368,0.026080189,FALSE,FALSE,FALSE,FALSE,0,0,96,3,8,81,0.211221122,4.848514989,3.866103964,0.06097561,35,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O0,ecc_ARM_clang_O0.elf,mod_inverse,000108fc,Non-Crypto,1,3,4,0,0,0.028571429,35,1,3,0,0,0,0,35,0,0.038461538,0,69,0.238461538,0.015384615,0.169230769,0,0,0.023076923,FALSE,FALSE,FALSE,FALSE,0,0,56,2,3,31,0.169230769,4.77555288,3.751090294,0.114285714,21,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O0,ecc_ARM_clang_O0.elf,mod_pow,10988,Non-Crypto,8,12,6,1,1,0.072463768,8.625,2,5,0,0,0,0,69,0,0.055631352,0,141,0.163836923,0.026091275,0.147693975,0,0,0.029540077,FALSE,FALSE,FALSE,FALSE,0,0,64,7,11,58,0.201581028,4.750123794,3.748057,0.086956522,31,ecc_crypto_dataset.csv
ARM,ECC,clang,O0,ecc_ARM_clang_O0.elf,ec_init_curve,00010a9c,ECC,1,0,1,0,0,0,20,2,1,0,0,0,0,20,0,0.076086957,0,57,0.141304348,0.02173913,0.141304348,0,0,0.054347826,FALSE,FALSE,FALSE,FALSE,0,0,0,2,5,13,0.141304348,3.850535738,3.305244567,0.05,5,ecc_crypto_dataset.csv
ARM,ECC,clang,O0,ecc_ARM_clang_O0.elf,ec_point_double,00010aec,ECC,6,19,15,0,0,0.014150943,35.33333333,2,10,0,0,0,0,212,0,0.030120015,0,262,0.242636147,0.01496139,0.227277301,0,0,0.015158625,FALSE,FALSE,FALSE,FALSE,0,0,288,3,8,181,0.330798479,4.994386487,3.103402609,0.070754717,34,ecc_crypto_dataset.csv
ARM,ECC,clang,O0,ecc_ARM_clang_O0.elf,ec_point_add,00010e3c,ECC,14,33,21,0,0,0.031347962,22.78571429,2,19,0,0,0,0,319,0,0.041674244,0,444,0.169785726,0.008731134,0.145924548,0.00974026,0,0.023202851,FALSE,FALSE,FALSE,FALSE,0,0,472,11,18,277,0.319951338,5.135973646,3.221507051,0.065830721,38,ecc_crypto_dataset.csv
ARM,ECC,clang,O0,ecc_ARM_clang_O0.elf,ec_scalar_mult,11338,ECC,8,13,7,1,1,0.019083969,32.75,2,6,0,0,0,0,262,0,0.040740342,0,400,0.20666583,0.019364497,0.192005469,0,0,0.021375845,FALSE,FALSE,FALSE,FALSE,0,0,520,7,15,273,0.360610264,4.911528912,3.025073182,0.026717557,36,ecc_crypto_dataset.csv
ARM,ECC,clang,O0,ecc_ARM_clang_O0.elf,ecdh_generate_keypair,11750,ECC,1,4,5,0,0,0.008474576,118,1,5,0,0,0,0,118,0,0.037037037,0,230,0.313580247,0.007407407,0.271604938,0,0,0.02962963,FALSE,FALSE,FALSE,FALSE,0,0,304,3,12,127,0.271604938,5.122606515,3.603470305,0.042372881,31,ecc_crypto_dataset.csv
ARM,ECC,clang,O0,ecc_ARM_clang_O0.elf,ecdh_compute_shared_secret,11928,ECC,1,1,2,0,0,0,131,1,2,0,0,0,0,131,0,0.015060241,0,179,0.442771084,0.006024096,0.427710843,0,0,0.009036145,FALSE,FALSE,FALSE,FALSE,0,0,368,2,3,147,0.427710843,4.60222197,2.509670494,0.015267176,12,ecc_crypto_dataset.csv
ARM,ECC,clang,O0,ecc_ARM_clang_O0.elf,ecdsa_sign,00011b34,ECC,1,8,9,0,0,0.005952381,168,1,7,0,0,0,0,168,0,0.026639344,0,259,0.356557377,0.006147541,0.325819672,0,0,0.020491803,FALSE,FALSE,FALSE,FALSE,0,0,360,3,10,174,0.325819672,5.058955023,3.278309922,0.053571429,28,ecc_crypto_dataset.csv
ARM,ECC,clang,O0,ecc_ARM_clang_O0.elf,ecdsa_verify,00011dd4,ECC,11,21,12,0,0,0.012820513,35.45454545,2,16,0,0,0,0,390,0,0.016979101,0,532,0.17073853,0.008879534,0.144477973,0.00030003,0,0.007799537,FALSE,FALSE,FALSE,FALSE,0,0,624,9,13,383,0.368421053,4.973873225,2.970799183,0.030769231,40,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O0,ecc_ARM_clang_O0.elf,main,000123ec,Non-Crypto,4,24,22,0,0,0.003937008,127,1,11,0,0,0,0,508,0,0.049345021,0,727,0.217810359,0.016158724,0.199922144,0.013460718,0,0.01972558,FALSE,FALSE,FALSE,FALSE,0,0,536,13,23,472,0.335356601,5.062561823,3.111923324,0.043307087,45,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O0,ecc_ARM_clang_O0.elf,__aeabi_ldivmod,00012c1c,Non-Crypto,12,18,8,0,0,0.109090909,4.583333333,1,14,0,0,0,0,55,0,0.055585958,0,264,0.104283892,0.032972169,0.031390587,0,0,0.022613789,FALSE,FALSE,FALSE,FALSE,1,0,16,20,16,59,0.035989717,5.268544537,4.06814179,0.145454545,29,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O0,ecc_ARM_clang_O0.elf,__aeabi_uldivmod,00012cbc,Non-Crypto,4,6,4,0,0,0.125,4,1,6,0,0,0,0,16,0,0.025,0,54,0.070833333,0.025,0.041666667,0,0,0,FALSE,FALSE,FALSE,FALSE,1,0,16,3,0,9,0.067567568,4.720175521,3.518680035,0.25,15,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O0,ecc_ARM_clang_O0.elf,__aeabi_idiv0,00012cec,Non-Crypto,1,1,2,0,0,0,4,1,2,0,0,0,0,4,0,0.115384615,0,13,0.153846154,0.115384615,0.153846154,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,3,0,4,0.153846154,3.418295834,3.038159682,0.5,3,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O0,ecc_ARM_clang_O0.elf,__udivmoddi4,00012cf8,Non-Crypto,17,26,11,2,2,0.111111111,5.294117647,2,15,0,0,0,0,90,0,0.048748578,0,567,0.119801664,0.027312004,0.050490196,0,0,0.021436574,FALSE,FALSE,FALSE,FALSE,0,0,4,44,36,89,0.022397892,6.041162904,4.052680875,0.122222222,76,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O0,ecc_ARM_clang_O0.elf,_fini,1.20E+01,Non-Crypto,1,0,1,0,0,0,2,2,1,0,0,0,0,2,0,0.117647059,0,10,0.352941176,0.117647059,0.235294118,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,2,0,6,0.235294118,2.75,2.89542387,0.5,1,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O1,ecc_ARM_clang_O1.elf,_init,10424,Non-Crypto,1,1,2,0,0,0,3,1,2,0,0,0,0,3,0,0.105263158,0,10,0.315789474,0.105263158,0.210526316,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,2,0,6,0.210526316,3.084962501,3.010570934,0.666666667,2,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O1,ecc_ARM_clang_O1.elf,_start,000104b0,Non-Crypto,1,2,3,0,0,0.066666667,15,1,3,0,0,0,0,15,0,0.043478261,0,20,0.130434783,0.043478261,0.108695652,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,2,0,6,0.108695652,4.598652005,2.35245669,0.2,14,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O1,ecc_ARM_clang_O1.elf,call_weak_fn,1.04E+06,Non-Crypto,3,3,2,0,0,0,3.333333333,1,4,0,0,0,0,10,0,0.079411765,0,36,0.07254902,0.052941176,0.046078431,0,0,0.026470588,FALSE,FALSE,FALSE,FALSE,1,0,0,4,2,6,0.072727273,4.665311532,4.072738469,0.2,7,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O1,ecc_ARM_clang_O1.elf,deregister_tm_clones,10508,Non-Crypto,4,5,3,0,0,0.153846154,3.25,2,5,0,0,0,0,13,0,0.2,0,26,0.1375,0.2,0.05,0,0,0,FALSE,FALSE,FALSE,FALSE,1,0,0,4,0,8,0.028571429,4.209867122,3.139978648,0.230769231,9,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O1,ecc_ARM_clang_O1.elf,register_tm_clones,10534,Non-Crypto,4,5,3,0,0,0.125,4,2,5,0,0,0,0,16,0,0.236290323,0,57,0.094354839,0.212096774,0.05,0,0,0.024193548,FALSE,FALSE,FALSE,FALSE,1,0,0,7,6,12,0.012987013,4.653495562,3.72752838,0.1875,13,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O1,ecc_ARM_clang_O1.elf,__do_global_dtors_aux,10568,Non-Crypto,5,8,5,0,0,0.2,4,2,7,0,0,0,0,20,0,0.071919192,0,30,0.265383244,0.071919192,0.14721331,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,4,0,16,0.140350877,4.680689289,3.145971327,0.25,17,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O1,ecc_ARM_clang_O1.elf,mod_add,000105ac,Non-Crypto,1,3,4,0,0,0.043478261,23,1,2,0,0,0,0,23,0,0.021052632,0,36,0.252631579,0.021052632,0.189473684,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,8,2,0,24,0.189473684,4.573562768,3.131785846,0.173913043,11,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O1,ecc_ARM_clang_O1.elf,mod_sub,10608,Non-Crypto,1,3,4,0,0,0.043478261,23,1,2,0,0,0,0,23,0,0.016666667,0,54,0.233333333,0.016666667,0.15,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,8,2,0,28,0.15,4.599922858,3.51534625,0.173913043,14,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O1,ecc_ARM_clang_O1.elf,mod_mul,10664,Non-Crypto,1,3,4,0,0,0.041666667,24,1,2,0,0,0,0,24,0,0.023255814,0,38,0.255813953,0.023255814,0.209302326,0,0.034883721,0,FALSE,FALSE,FALSE,FALSE,0,0,8,2,0,25,0.209302326,4.69433968,3.157830976,0.166666667,12,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O1,ecc_ARM_clang_O1.elf,extended_gcd,000106c4,Non-Crypto,4,6,4,1,1,0.039215686,12.75,2,4,0,0,0,0,51,0,0.048399101,0,161,0.1945005,0.016363636,0.149343157,0,0.01048951,0.032035465,FALSE,FALSE,FALSE,FALSE,0,0,72,3,6,56,0.120754717,5.267766182,4.050569313,0.078431373,33,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O1,ecc_ARM_clang_O1.elf,mod_inverse,10790,Non-Crypto,1,3,4,0,0,0.04,25,1,3,0,0,0,0,25,0,0.048,0,68,0.176,0.016,0.096,0,0,0.032,FALSE,FALSE,FALSE,FALSE,0,0,40,2,4,22,0.096,4.640029939,3.890076028,0.16,18,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O1,ecc_ARM_clang_O1.elf,mod_pow,000107f4,Non-Crypto,7,12,7,1,1,0.088888889,6.428571429,2,6,0,0,0,0,45,0,0.072748624,0,137,0.102446818,0.027491528,0.071711622,0,0.021796218,0.045257096,FALSE,FALSE,FALSE,FALSE,0,0,8,8,11,35,0.081632653,5.154698917,3.769542267,0.155555556,28,ecc_crypto_dataset.csv
ARM,ECC,clang,O1,ecc_ARM_clang_O1.elf,ec_init_curve,000108a8,ECC,1,0,1,0,0,0,19,2,1,0,0,0,0,19,0,0.076923077,0,57,0.142857143,0.021978022,0.142857143,0,0,0.054945055,FALSE,FALSE,FALSE,FALSE,0,0,0,2,5,13,0.142857143,3.902406,3.314406382,0.052631579,5,ecc_crypto_dataset.csv
ARM,ECC,clang,O1,ecc_ARM_clang_O1.elf,ec_point_double,000108f4,ECC,4,24,22,0,0,0.01863354,40.25,2,6,0,0,0,0,161,0,0.049366464,0,368,0.194626595,0.028861789,0.152507953,0,0.009130435,0.020504676,FALSE,FALSE,FALSE,FALSE,0,0,120,3,11,122,0.068866571,5.161886983,3.796804324,0.136645963,62,ecc_crypto_dataset.csv
ARM,ECC,clang,O1,ecc_ARM_clang_O1.elf,ec_point_add,00010b78,ECC,9,25,18,0,0,0.023255814,23.88888889,4,12,0,0,0,0,215,0,0.055713674,0,607,0.201704868,0.018778329,0.160334656,0.008080808,0.001594896,0.028854537,FALSE,FALSE,FALSE,FALSE,0,0,256,16,23,230,0.126998224,5.494339257,3.92092532,0.08372093,85,ecc_crypto_dataset.csv
ARM,ECC,clang,O1,ecc_ARM_clang_O1.elf,ec_scalar_mult,00010ed4,ECC,10,34,26,1,1,0.030567686,22.9,2,7,0,0,0,0,229,0,0.074921244,0,485,0.14668904,0.033129123,0.118638762,0,0.003671329,0.041792121,FALSE,FALSE,FALSE,FALSE,0,0,280,9,19,183,0.115594329,5.408437632,3.833569859,0.113537118,79,ecc_crypto_dataset.csv
ARM,ECC,clang,O1,ecc_ARM_clang_O1.elf,ecdh_generate_keypair,11268,ECC,1,3,4,0,0,0.023255814,43,1,4,0,0,0,0,43,0,0.053639847,0,151,0.237547893,0.011494253,0.176245211,0,0,0.042145594,FALSE,FALSE,FALSE,FALSE,0,0,152,3,11,62,0.176245211,5.238086583,3.965795235,0.093023256,26,ecc_crypto_dataset.csv
ARM,ECC,clang,O1,ecc_ARM_clang_O1.elf,ecdh_compute_shared_secret,11314,ECC,1,1,2,0,0,0,40,1,2,0,0,0,0,40,0,0.037433155,0,110,0.342245989,0.010695187,0.299465241,0,0,0.026737968,FALSE,FALSE,FALSE,FALSE,0,0,184,2,5,64,0.299465241,4.918117405,3.379870583,0.05,13,ecc_crypto_dataset.csv
ARM,ECC,clang,O1,ecc_ARM_clang_O1.elf,ecdsa_sign,000113b4,ECC,1,12,13,0,0,0.008928571,112,1,5,0,0,0,0,112,0,0.031674208,0,223,0.212669683,0.00678733,0.149321267,0,0.013574661,0.024886878,FALSE,FALSE,FALSE,FALSE,0,0,232,3,11,100,0.149321267,5.352799343,3.833330104,0.116071429,36,ecc_crypto_dataset.csv
ARM,ECC,clang,O1,ecc_ARM_clang_O1.elf,ecdsa_verify,11574,ECC,6,20,16,0,0,0.024875622,33.5,2,10,0,0,0,0,201,0,0.037320089,0,379,0.196689339,0.022807048,0.138253872,0.000642261,0.001926782,0.01387078,FALSE,FALSE,FALSE,FALSE,0,0,312,8,16,193,0.220314735,5.293007499,3.680509212,0.07960199,58,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O1,ecc_ARM_clang_O1.elf,main,11898,Non-Crypto,1,33,34,0,0,0.00265252,377,1,9,0,0,0,0,377,0,0.056866953,0,1096,0.157725322,0.006437768,0.125536481,0.002145923,0.003218884,0.048283262,FALSE,FALSE,FALSE,FALSE,0,0,328,16,94,300,0.125536481,5.381819588,3.719555228,0.090185676,78,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O1,ecc_ARM_clang_O1.elf,__aeabi_ldivmod,00011eb8,Non-Crypto,12,18,8,0,0,0.109090909,4.583333333,1,14,0,0,0,0,55,0,0.055585958,0,264,0.104283892,0.032972169,0.031390587,0,0,0.022613789,FALSE,FALSE,FALSE,FALSE,1,0,16,20,16,59,0.035989717,5.268544537,4.06814179,0.145454545,29,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O1,ecc_ARM_clang_O1.elf,__aeabi_uldivmod,00011f58,Non-Crypto,4,6,4,0,0,0.125,4,1,6,0,0,0,0,16,0,0.025,0,54,0.070833333,0.025,0.041666667,0,0,0,FALSE,FALSE,FALSE,FALSE,1,0,16,3,0,9,0.067567568,4.720175521,3.518680035,0.25,15,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O1,ecc_ARM_clang_O1.elf,__aeabi_idiv0,00011f88,Non-Crypto,1,1,2,0,0,0,4,1,2,0,0,0,0,4,0,0.115384615,0,13,0.153846154,0.115384615,0.153846154,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,3,0,4,0.153846154,3.418295834,3.038159682,0.5,3,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O1,ecc_ARM_clang_O1.elf,__udivmoddi4,00011f94,Non-Crypto,17,26,11,2,2,0.111111111,5.294117647,2,15,0,0,0,0,90,0,0.048748578,0,567,0.119801664,0.027312004,0.050490196,0,0,0.021436574,FALSE,FALSE,FALSE,FALSE,0,0,4,44,36,89,0.022397892,6.041162904,4.052680875,0.122222222,76,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O1,ecc_ARM_clang_O1.elf,_fini,0001209c,Non-Crypto,1,0,1,0,0,0,2,2,1,0,0,0,0,2,0,0.117647059,0,10,0.352941176,0.117647059,0.235294118,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,2,0,6,0.235294118,2.75,2.89542387,0.5,1,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O2,ecc_ARM_clang_O2.elf,_init,10424,Non-Crypto,1,1,2,0,0,0,3,1,2,0,0,0,0,3,0,0.105263158,0,10,0.315789474,0.105263158,0.210526316,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,2,0,6,0.210526316,3.084962501,3.010570934,0.666666667,2,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O2,ecc_ARM_clang_O2.elf,_start,000104b0,Non-Crypto,1,2,3,0,0,0.066666667,15,1,3,0,0,0,0,15,0,0.043478261,0,20,0.130434783,0.043478261,0.108695652,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,2,0,6,0.108695652,4.598652005,2.35245669,0.2,14,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O2,ecc_ARM_clang_O2.elf,call_weak_fn,1.04E+06,Non-Crypto,3,3,2,0,0,0,3.333333333,1,4,0,0,0,0,10,0,0.079411765,0,36,0.07254902,0.052941176,0.046078431,0,0,0.026470588,FALSE,FALSE,FALSE,FALSE,1,0,0,4,2,6,0.072727273,4.665311532,4.072738469,0.2,7,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O2,ecc_ARM_clang_O2.elf,deregister_tm_clones,10508,Non-Crypto,4,5,3,0,0,0.153846154,3.25,2,5,0,0,0,0,13,0,0.2,0,26,0.1375,0.2,0.05,0,0,0,FALSE,FALSE,FALSE,FALSE,1,0,0,4,0,8,0.028571429,4.209867122,3.139978648,0.230769231,9,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O2,ecc_ARM_clang_O2.elf,register_tm_clones,10534,Non-Crypto,4,5,3,0,0,0.125,4,2,5,0,0,0,0,16,0,0.236290323,0,57,0.094354839,0.212096774,0.05,0,0,0.024193548,FALSE,FALSE,FALSE,FALSE,1,0,0,7,6,12,0.012987013,4.653495562,3.72752838,0.1875,13,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O2,ecc_ARM_clang_O2.elf,__do_global_dtors_aux,10568,Non-Crypto,5,8,5,0,0,0.2,4,2,7,0,0,0,0,20,0,0.071919192,0,30,0.265383244,0.071919192,0.14721331,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,4,0,16,0.140350877,4.680689289,3.145971327,0.25,17,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O2,ecc_ARM_clang_O2.elf,mod_add,000105ac,Non-Crypto,1,3,4,0,0,0.043478261,23,1,2,0,0,0,0,23,0,0.021052632,0,36,0.252631579,0.021052632,0.189473684,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,8,2,0,24,0.189473684,4.515949833,3.131785846,0.173913043,11,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O2,ecc_ARM_clang_O2.elf,mod_sub,10608,Non-Crypto,1,3,4,0,0,0.043478261,23,1,2,0,0,0,0,23,0,0.016666667,0,54,0.233333333,0.016666667,0.15,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,8,2,0,28,0.15,4.621661989,3.51534625,0.173913043,15,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O2,ecc_ARM_clang_O2.elf,mod_mul,10664,Non-Crypto,1,3,4,0,0,0.041666667,24,1,2,0,0,0,0,24,0,0.023255814,0,38,0.255813953,0.023255814,0.209302326,0,0.034883721,0,FALSE,FALSE,FALSE,FALSE,0,0,8,2,0,25,0.209302326,4.715173013,3.157830976,0.166666667,11,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O2,ecc_ARM_clang_O2.elf,extended_gcd,000106c4,Non-Crypto,4,6,4,1,1,0.039215686,12.75,2,4,0,0,0,0,51,0,0.048399101,0,161,0.1945005,0.016363636,0.149343157,0,0.01048951,0.032035465,FALSE,FALSE,FALSE,FALSE,0,0,72,3,6,56,0.120754717,5.267766182,4.050569313,0.078431373,38,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O2,ecc_ARM_clang_O2.elf,mod_inverse,10790,Non-Crypto,1,3,4,0,0,0.04,25,1,3,0,0,0,0,25,0,0.048,0,68,0.176,0.016,0.096,0,0,0.032,FALSE,FALSE,FALSE,FALSE,0,0,40,2,4,22,0.096,4.743472357,3.890076028,0.16,19,ecc_crypto_dataset.csv
ARM,Non-Crypto,clang,O2,ecc_ARM_clang_O2.elf,mod_pow,000107f4,Non-Crypto,7,12,7,1,1,0.088888889,6.428571429,2,6,0,0,0,0,45,0,0.072748624,0,137,0.102446818,0.027491528,0.071711622,0,0.021796218,0.045257096,FALSE,FALSE,FALSE,FALSE,0,0,8,8,11,35,0.081632653,5.121365584,3.769542267,0.155555556,32,ecc_crypto_dataset.csv
ARM,ECC,clang,O2,ecc_ARM_clang_O2.elf,ec_init_curve,000108a8,ECC,1,0,1,0,0,0,19,2,1,0,0,0,0,19,0,0.076923077,0,57,0.142857143,0.021978022,0.142857143,0,0,0.054945055,FALSE,FALSE,FALSE,FALSE,0,0,0,2,5,13,0.142857143,3.902406,3.314406382,0.052631579,5,ecc_crypto_dataset.csv
ARM,ECC,clang,O2,ecc_ARM_clang_O2.elf,ec_point_double,000108f4,ECC,4,24,22,0,0,0.01863354,40.25,2,6,0,0,0,0,161,0,0.049366464,0,368,0.194626595,0.028861789,0.152507953,0,0.009130435,0.020504676,FALSE,FALSE,FALSE,FALSE,0,0,120,3,11,122,0.068866571,5.177748477,3.796804324,0.136645963,62,ecc_crypto_dataset.csv
ARM,ECC,clang,O2,ecc_ARM_clang_O2.elf,ec_point_add,00010b78,ECC,11,47,38,0,0,0.021212121,30,4,13,0,0,0,0,330,0,0.056832057,0,820,0.162020946,0.021890994,0.124025034,0.006163328,0.004594247,0.028777734,FALSE,FALSE,FALSE,FALSE,0,0,152,15,25,281,0.084028223,5.353800379,3.85875151,0.115151515,97,ecc_crypto_dataset.csv
ARM,ECC,clang,O2,ecc_ARM_clang_O2.elf,ec_scalar_mult,000110a0,ECC,10,34,26,1,1,0.030434783,23,2,7,0,0,0,0,230,0,0.074525987,0,493,0.14668904,0.02838604,0.118638762,0,0.003671329,0.046139947,FALSE,FALSE,FALSE,FALSE,0,0,280,9,20,183,0.114101184,5.406334424,3.836454038,0.113043478,89,ecc_crypto_dataset.csv
ARM,ECC,clang,O2,ecc_ARM_clang_O2.elf,ecdh_generate_keypair,11438,ECC,1,3,4,0,0,0.023255814,43,1,4,0,0,0,0,43,0,0.053639847,0,151,0.237547893,0.011494253,0.176245211,0,0,0.042145594,FALSE,FALSE,FALSE,FALSE,0,0,152,3,11,62,0.176245211,5.21921965,3.965795235,0.093023256,28,ecc_crypto_dataset.csv
