architecture,algorithm,compiler,optimization,filename,function_name,function_address,detail_label,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,instruction_count,immediate_entropy,bitwise_op_density,table_lookup_presence,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,uECC_vli_set,0001101c,ECC,ECC,11,14,5,1,1,0.071428571,3.454545455,4,11,38,0.906359891,0.090713166,1,150,0.071428571,0.075949367,0.042194093,0.084388186,0,0,0.033755274,6,8,1,0.071428571,0,0,0,0,0,0,0,18,8,37,0.084388186,5.55164036,2.237462032,0.131578947,34
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,uECC_vli_cmp_unsafe,11080,ECC,ECC,9,9,2,1,1,0.111111111,3.111111111,5,7,28,0.973391194,0.117801316,1,136,0.222222222,0.034246575,0.075342466,0.04109589,0,0,0.04109589,4,5,1,0.222222222,0,0,0,0,0,0,0,17,6,14,0.04109589,5.014025805,1.808333136,0.071428571,22
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,uECC_vli_equal,000110c4,ECC,ECC,5,5,2,0,0,0,4.4,3,5,22,0.932767439,0.12037921,1,134,0.8,0.021428571,0.064285714,0.028571429,0.007142857,0,0.042857143,2,3,0,0.8,0,0,0,0,0,0,0,15,7,12,0.028571429,5.182786867,1.696835647,0.090909091,21
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,cond_set,11100,Non-Crypto,Non-Crypto,1,0,1,0,0,0,6,2,1,6,1.011847521,0.2,0,28,0,0,0.133333333,0,0,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,3.947702779,1.733775616,0.166666667,5
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,uECC_vli_sub,11114,ECC,ECC,5,5,2,0,0,0,4.8,3,5,24,0.848182958,0.088744589,1,104,0.4,0.04,0.046666667,0.046666667,0,0,0.013333333,2,3,0,0.4,0,0,0,0,0,0,0,9,2,17,0.046666667,4.913005759,1.698416846,0.083333333,23
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,uECC_vli_cmp,11154,ECC,ECC,12,16,6,1,1,0.0625,6.666666667,3,12,80,0.745089049,0.068656599,1,374,0.5625,0.051334702,0.04312115,0.041067762,0,0,0.032854209,6,10,1,0.5625,0,0,0,0,0,0,48,37,16,58,0.041067762,6.010243862,1.901062805,0.075,75
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,uECC_vli_modAdd,11220,ECC,ECC,17,25,10,6,6,0.24,4.058823529,1,15,69,0.533024699,0.041148775,1,288,0.24,0.04950495,0.027227723,0.051980198,0,0,0.024752475,9,16,6,0.24,0,0,0,0,0,0,1,21,10,53,0.051980198,5.945373037,1.820117359,0.144927536,58
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,uECC_vli_modSub,000112d4,ECC,ECC,7,10,5,0,0,0,6.142857143,1,7,43,0.701270311,0.031965513,1,150,0.4,0.074380165,0.02892562,0.078512397,0,0,0.008264463,4,6,0,0.4,0,0,0,0,0,0,1,9,2,38,0.078512397,5.450740173,1.817194785,0.11627907,36
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,double_jacobian_default,0001134c,ECC,ECC,36,75,41,23,23,0.306666667,8.722222222,2,39,314,0.782841139,0.073773164,1,866,0.746666667,0.085690516,0.062396007,0.078202995,0,0,0.029118136,21,54,23,0.746666667,0,0,0,0,0,0,200,110,35,162,0.078202995,6.35993566,2.225933866,0.130573248,147
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,x_side_default,11678,Non-Crypto,Non-Crypto,1,4,5,4,4,1,46,1,4,46,1.653233254,0.075949367,1,84,0,0.170886076,0.075949367,0.17721519,0,0,0,0,4,4,0,0,0,0,0,0,0,136,12,0,36,0.17721519,5.359617158,2.497903239,0.108695652,31
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,XYcZ_addC,000116f8,ECC,ECC,3,23,22,19,19,0.826086957,54.66666667,1,7,164,1.495316488,0.117485647,1,316,1.869565217,0.13317757,0.109813084,0.140186916,0,0,0.004672897,1,22,19,1.869565217,0,0,0,0,0,0,228,49,2,70,0.140186916,5.360117318,2.375280195,0.134146341,41
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,uECC_vli_mmod,11898,ECC,ECC,61,103,44,10,7,0.097087379,6.163934426,2,51,376,0.723765603,0.09425062,1,1812,1.097087379,0.064818954,0.059454627,0.049173,0,0,0.070183281,42,61,10,1.097087379,0,0,0,0,0,0,208,290,153,315,0.049173,6.511783812,2.231492029,0.117021277,219
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,uECC_vli_modMult,00011d10,ECC,ECC,1,2,3,2,2,1,16,1,3,16,1.660048653,0.071428571,1,22,0,0.125,0.071428571,0.196428571,0,0,0,0,2,2,0,0,0,0,0,0,0,89,4,0,13,0.196428571,4.233997908,2.514907071,0.1875,10
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,uECC_vli_modMult_fast,00011d38,ECC,ECC,1,1,2,1,1,1,14,1,2,14,1.704427038,0.113207547,1,26,0,0.132075472,0.113207547,0.188679245,0,0,0,0,1,1,0,0,0,0,0,0,0,80,6,0,12,0.188679245,4.314972768,2.542772815,0.142857143,11
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,uECC_vli_modInv,00011d5c,ECC,ECC,12,17,7,2,2,0.117647059,4.25,2,14,51,0.702294017,0.081620349,1,190,0.352941176,0.079861111,0.045138889,0.079861111,0,0,0.038194444,6,11,2,0.352941176,0,0,0,0,0,0,0,24,11,39,0.079861111,6.043178923,2.221795721,0.137254902,47
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,EccPoint_isZero,00011df8,ECC,ECC,5,5,2,0,0,0,4.8,3,5,24,0.920318959,0.110224747,1,126,0.6,0.052238806,0.067164179,0.052238806,0,0,0.029850746,2,3,0,0.6,0,0,0,0,0,0,0,13,4,13,0.052238806,4.989954252,1.991464099,0.083333333,23
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,apply_z,1.1E+031,Non-Crypto,Non-Crypto,1,4,5,4,4,1,45,0,2,45,1.817990624,0.132352941,1,86,0,0.132352941,0.132352941,0.161764706,0,0,0,0,4,4,0,0,0,0,0,0,0,128,18,0,27,0.161764706,4.665499753,2.447300346,0.111111111,16
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,XYcZ_add,00011ea8,ECC,ECC,3,17,16,13,13,0.764705882,38.66666667,1,6,116,1.495473826,0.11865532,1,226,1.823529412,0.120634921,0.111111111,0.136507937,0,0,0.006349206,1,16,13,1.823529412,0,0,0,0,0,0,156,37,2,51,0.136507937,5.185023512,2.32625729,0.137931034,35
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,EccPoint_mult,00011fdc,ECC,ECC,26,62,38,21,21,0.338709677,12,0,35,312,1.090707807,0.07187028,1,868,0.661290323,0.103839442,0.068935428,0.084642234,0,0,0.027050611,12,50,21,0.661290323,0,0,0,0,0,0,320,110,29,165,0.084642234,6.388441097,2.290153389,0.121794872,144
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,regularize_k,000122f8,Non-Crypto,Non-Crypto,12,18,8,5,5,0.277777778,6.416666667,1,12,77,0.80239303,0.070537961,1,284,0.666666667,0.083526682,0.03712297,0.069605568,0,0,0.039443155,7,11,5,0.666666667,0,0,0,0,0,0,48,33,14,68,0.069605568,6.011626719,2.221182103,0.103896104,60
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,EccPoint_compute_public_key,123,ECC,ECC,5,7,4,2,2,0.285714286,10,3,7,50,1.026014929,0.095128624,1,200,1,0.100840336,0.054621849,0.075630252,0,0,0.033613445,2,5,2,1,0,0,0,0,0,0,96,21,8,35,0.075630252,5.597935075,2.254727902,0.08,47
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,uECC_vli_nativeToBytes,12458,ECC,ECC,4,5,3,0,0,0,4.75,2,4,19,0.895204214,0.069047619,1,100,1,0.048387097,0.056451613,0.064516129,0,0,0.040322581,2,3,0,1,0,0,0,0,0,0,0,12,5,15,0.064516129,4.779780045,1.910646831,0.157894737,18
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,uECC_vli_bytesToNative,0001248c,ECC,ECC,5,8,5,0,0,0,7.8,2,6,39,0.946563922,0.081796537,1,190,0.75,0.050387597,0.042635659,0.042635659,0,0,0.042635659,3,5,0,0.75,0,0,0,0,0,0,0,22,8,28,0.042635659,5.552243595,1.938886095,0.128205128,38
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,uECC_generate_random_int,000124f0,ECC,ECC,41,63,24,5,4,0.079365079,5,3,18,205,0.622684907,0.045096766,1,846,0.507936508,0.077353215,0.041006524,0.064305685,0,0,0.034482759,22,41,5,0.507936508,0,0,0,0,0,0,104,81,37,150,0.064305685,6.589064327,2.081179061,0.117073171,158
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,uECC_valid_point,12708,ECC,ECC,19,29,12,4,4,0.137931034,5.052631579,2,16,96,0.730064397,0.071398148,1,350,0.344827586,0.078512397,0.053719008,0.066115702,0.002066116,0,0.02892562,11,18,4,0.344827586,0,0,0,0,0,0,128,40,15,66,0.066115702,6.306192285,2.245417371,0.125,71
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,uECC_valid_public_key,12814,ECC,ECC,40,78,40,1,1,0.012820513,3.85,2,42,154,0.627936781,0.019133623,1,438,0.166666667,0.081920904,0.029661017,0.079096045,0,0,0.024011299,36,42,1,0.166666667,0,0,0,0,0,0,96,38,16,100,0.079096045,5.997943651,2.020261588,0.25974026,73
arm32,tinycrypt_ecc.o,gcc,O3,tinycrypt_ecc_arm32_O3.o_features.json,uECC_compute_public_key,000129a4,ECC,ECC,36,59,25,6,6,0.101694915,7.444444444,3,39,268,0.669042395,0.080273912,1,1234,0.728813559,0.062737643,0.041825095,0.035487959,0,0,0.039923954,22,37,6,0.728813559,0,0,0,0,0,0,208,129,56,185,0.035487959,6.560240402,1.994738347,0.093283582,173
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_vli_add,10000,ECC,ECC,4,4,2,1,1,0.25,5.25,1,3,21,0.825712704,0.051362683,1,56,0,0.104761905,0.038095238,0.123809524,0,0,0.028571429,1,3,1,0,0,0,0,0,0,0,0,7,3,18,0.123809524,4.684990511,2.318582756,0.095238095,20
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_vli_rshift1,10036,ECC,ECC,4,4,2,1,1,0.25,2.5,1,3,10,0.793113624,0.186659946,1,66,0,0.03125,0.09375,0.03125,0,0,0.09375,1,3,1,0,0,0,0,0,0,0,0,12,6,7,0.03125,4.440636353,2.34140154,0.2,9
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,vli_modInv_update,10050,ECC,ECC,5,8,5,3,3,0.375,4.8,1,7,24,1.254683406,0.098835125,1,70,0.375,0.111111111,0.055555556,0.138888889,0,0,0.055555556,2,6,3,0.375,0,0,0,0,0,0,0,12,6,18,0.138888889,4.922354884,2.635972635,0.208333333,18
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_vli_mult,0001008e,ECC,ECC,12,15,5,3,2,0.2,6.166666667,1,5,74,0.738585366,0.06859635,1,240,0.066666667,0.110215054,0.018817204,0.088709677,0,0.008064516,0.037634409,4,11,3,0.066666667,0,0,0,0,0,0,48,21,14,68,0.088709677,6.042668684,2.407298146,0.067567568,63
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_curve_private_key_size,10180,ECC,ECC,1,0,1,0,0,0,6,2,1,6,1.199185934,0.113636364,1,36,0,0.068181818,0.068181818,0.022727273,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0.022727273,4,2.047710873,0.166666667,5
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_vli_clear,10198,ECC,ECC,1,1,2,0,0,0,4,0,2,4,0.746431273,0.21875,0,34,0,0,0.09375,0,0,0,0.125,0,1,0,0,0,0,0,0,0,0,0,7,3,2,0,3.251629167,1.660550528,0.5,3
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_vli_isZero,000101a4,ECC,ECC,4,4,2,1,1,0.25,3.25,1,3,13,0.750522562,0.070881226,1,56,0,0.054054054,0.054054054,0.067567568,0,0,0.040540541,1,3,1,0,0,0,0,0,0,0,0,7,3,8,0.067567568,4.640223929,2.092824212,0.153846154,12
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_vli_testBit,000101c2,ECC,ECC,1,0,1,0,0,0,7,1,1,7,1.006318941,0.218181818,1,54,0,0.018181818,0.127272727,0.018181818,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0.018181818,3.794653474,1.639039396,0.142857143,6
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_vli_numBits,000101d4,ECC,ECC,11,14,5,3,2,0.214285714,2.545454545,1,8,28,0.611732046,0.067846734,1,182,0.071428571,0.055900621,0.031055901,0.037267081,0,0,0.055900621,4,10,3,0.071428571,0,0,0,0,0,0,0,14,9,18,0.037267081,5.283214016,2.118197134,0.178571429,24
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_vli_set,10214,ECC,ECC,4,4,2,1,1,0.25,2.5,1,3,10,0.889443421,0.072916667,1,34,0,0.092592593,0.037037037,0.111111111,0,0,0.037037037,1,3,1,0,0,0,0,0,0,0,0,4,2,8,0.111111111,3.938721876,2.35758401,0.2,9
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_vli_cmp_unsafe,0001022c,ECC,ECC,8,10,4,3,3,0.3,2.125,1,6,17,0.81672476,0.056781046,1,72,0.1,0.055555556,0.033333333,0.066666667,0,0,0.044444444,3,7,3,0.1,0,0,0,0,0,0,0,7,4,10,0.066666667,4.850534387,2.049575364,0.235294118,16
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_vli_equal,10256,ECC,ECC,4,4,2,1,1,0.25,4,1,3,16,0.898758418,0.108861237,1,92,0.25,0.051546392,0.051546392,0.082474227,0.010309278,0,0.041237113,1,3,1,0.25,0,0,0,0,0,0,0,9,5,12,0.082474227,4.593400349,1.998051601,0.125,15
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,cond_set,0001027a,Non-Crypto,Non-Crypto,1,0,1,0,0,0,6,2,1,6,0.847404002,0.157894737,0,36,0,0,0.105263158,0,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,3.4677201,1.475274216,0.166666667,5
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_vli_sub,10288,ECC,ECC,4,4,2,1,1,0.25,5.5,1,3,22,0.803082159,0.046434494,1,68,0,0.076271186,0.033898305,0.110169492,0,0,0.025423729,1,3,1,0,0,0,0,0,0,0,0,7,3,18,0.110169492,4.753434386,2.150933178,0.090909091,20
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,vli_mmod_fast_secp256r1,000102c0,ECC,ECC,8,25,19,15,14,0.6,21.625,2,10,173,1.120783741,0.031128111,1,236,0.52,0.250505051,0.032323232,0.228282828,0,0,0,4,21,15,0.52,0,0,0,0,0,0,56,16,0,136,0.228282828,5.71042384,2.39842412,0.10982659,58
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_vli_cmp,10454,ECC,ECC,1,2,3,2,2,1,23,0,3,23,1.158303899,0.064814815,1,108,0,0.046296296,0.046296296,0.074074074,0,0,0.018518519,0,2,2,0,0,0,0,0,0,0,48,7,2,15,0.074074074,4.569786112,1.934764386,0.130434783,16
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_vli_modAdd,10488,ECC,ECC,4,7,5,3,3,0.428571429,5,1,7,20,1.344618492,0.05527746,1,42,0.285714286,0.123287671,0.054794521,0.178082192,0,0,0,2,5,3,0.285714286,0,0,0,0,0,0,1,4,0,14,0.178082192,4.494177321,2.480432907,0.25,13
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_vli_modSub,000104ba,ECC,ECC,3,4,3,2,2,0.5,4.666666667,1,5,14,1.387260372,0.05615942,1,16,0.25,0.166666667,0.055555556,0.240740741,0,0,0,1,3,2,0.25,0,0,0,0,0,0,1,3,0,13,0.240740741,4.251981313,2.656789059,0.214285714,10
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_vli_mmod,000104dc,ECC,ECC,12,21,11,11,9,0.523809524,9.25,0,11,111,0.776555492,0.078320231,1,424,0.285714286,0.082474227,0.046391753,0.063573883,0,0,0.053264605,4,17,11,0.285714286,0,0,0,0,0,0,188,58,30,96,0.063573883,6.379029686,2.374113232,0.099099099,103
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_vli_modMult,10614,ECC,ECC,1,2,3,2,2,1,14,1,3,14,1.70745631,0.08,1,22,0,0.12,0.08,0.18,0,0,0,0,2,2,0,0,0,0,0,0,0,81,4,0,11,0.18,4.193157784,2.508436571,0.214285714,10
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_vli_modMult_fast,10636,ECC,ECC,1,1,2,1,1,1,14,0,2,14,1.704427038,0.113207547,1,26,0,0.132075472,0.113207547,0.188679245,0,0,0,0,1,1,0,0,0,0,0,0,0,80,6,0,12,0.188679245,4.373796297,2.542772815,0.142857143,11
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,double_jacobian_default,10660,ECC,ECC,6,31,27,25,25,0.806451613,23.16666667,2,14,139,1.591133179,0.098640106,1,294,0.419354839,0.082191781,0.079452055,0.090410959,0,0,0.019178082,2,29,25,0.419354839,0,0,0,0,0,0,120,36,7,45,0.090410959,5.07006261,2.28720207,0.194244604,31
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,x_side_default,000107bc,Non-Crypto,Non-Crypto,1,5,6,4,4,0.8,36,1,6,36,1.584913445,0.056910569,1,74,0,0.130081301,0.056910569,0.130081301,0,0,0,0,5,4,0,0,0,0,0,0,0,64,7,0,24,0.130081301,5.088903346,2.354464893,0.166666667,23
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,XYcZ_addC,0001081a,ECC,ECC,1,20,21,20,20,1,121,0,6,121,1.833425962,0.079710145,1,194,0,0.119565217,0.079710145,0.134057971,0,0,0,0,20,20,0,0,0,0,0,0,0,156,22,0,44,0.134057971,4.869158392,2.239113779,0.173553719,22
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_vli_modInv,0001093e,ECC,ECC,19,45,28,25,24,0.555555556,6.052631579,0,13,115,1.320861374,0.087968878,1,246,0.222222222,0.075757576,0.072727273,0.081818182,0,0,0.012121212,7,38,25,0.222222222,0,0,0,0,0,0,160,28,4,40,0.081818182,5.030843219,2.223300319,0.243478261,36
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,EccPoint_isZero,00010a60,ECC,ECC,1,1,2,1,1,1,4,0,2,4,0.708013256,0.142857143,1,34,0,0.047619048,0.047619048,0.047619048,0,0,0.095238095,0,1,1,0,0,0,0,0,0,0,0,3,2,2,0.047619048,3.121928095,1.758842713,0.5,3
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,apply_z,00010a6a,Non-Crypto,Non-Crypto,1,4,5,4,4,1,28,0,3,28,1.724202252,0.076923077,1,38,0,0.102564103,0.076923077,0.153846154,0,0,0,0,4,4,0,0,0,0,0,0,0,56,6,0,16,0.153846154,4.246382703,2.398860725,0.178571429,8
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,XYcZ_add,00010aae,ECC,ECC,1,14,15,14,14,1,86,0,5,86,1.802529625,0.08,1,132,0,0.105,0.08,0.135,0,0,0,0,14,14,0,0,0,0,0,0,0,84,16,0,32,0.135,4.710686707,2.209347851,0.174418605,17
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,EccPoint_mult,00010b7e,ECC,ECC,7,30,25,24,23,0.8,22.14285714,0,15,155,1.350928934,0.098041762,1,432,0.133333333,0.112522686,0.072595281,0.085299456,0,0,0.039927405,2,28,24,0.133333333,0,0,0,0,0,0,240,62,22,89,0.085299456,5.942129534,2.553146517,0.161290323,67
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,regularize_k,00010d1a,Non-Crypto,Non-Crypto,5,9,6,4,4,0.444444444,6.6,0,7,33,1.006184573,0.072293415,1,88,0.222222222,0.093333333,0.04,0.113333333,0,0,0.026666667,2,7,4,0.222222222,0,0,0,0,0,0,0,10,3,28,0.113333333,5.118078209,2.571059038,0.181818182,25
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,EccPoint_compute_public_key,00010d72,ECC,ECC,1,3,4,3,3,1,32,0,4,32,1.474756954,0.103703704,1,108,0,0.111111111,0.059259259,0.088888889,0,0,0.044444444,0,3,3,0,0,0,0,0,0,0,96,14,6,23,0.088888889,5.422976258,2.403142961,0.125,28
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_vli_nativeToBytes,00010dc2,ECC,ECC,4,4,2,1,1,0.25,4,1,3,16,0.927017506,0.069444444,1,96,0,0.066666667,0.058333333,0.1,0,0,0.033333333,1,3,1,0,0,0,0,0,0,0,0,11,4,18,0.1,4.451489026,2.145308392,0.125,15
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_vli_bytesToNative,00010de8,ECC,ECC,4,5,3,2,1,0.4,6.5,1,4,26,1.002633937,0.076357582,1,114,0,0.077844311,0.053892216,0.089820359,0,0,0.035928144,1,4,2,0,0,0,0,0,0,0,0,15,5,26,0.089820359,5.335812887,2.299755574,0.115384615,25
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_generate_random_int,1E+025,ECC,ECC,8,16,10,4,3,0.25,5.125,2,9,41,1.012931649,0.086161742,1,160,0.4375,0.089108911,0.069306931,0.118811881,0,0,0.03960396,5,11,4,0.4375,0,0,0,0,0,0,0,22,8,37,0.118811881,5.626547528,2.484744175,0.243902439,33
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_valid_point,00010e9c,ECC,ECC,7,14,9,7,7,0.5,6.285714286,1,11,44,1.162061306,0.057814207,1,150,0.285714286,0.065088757,0.065088757,0.071005917,0,0,0.01183432,3,11,7,0.285714286,0,0,0,0,0,0,88,13,2,21,0.071005917,5.144875455,2.240924298,0.204545455,29
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_valid_public_key,00010f0a,ECC,ECC,4,8,6,5,5,0.625,7,2,7,28,1.314224102,0.078441558,1,66,0.5,0.109090909,0.063636364,0.127272727,0,0,0.018181818,1,7,5,0.5,0,0,0,0,0,0,88,9,2,21,0.127272727,4.903443178,2.656011334,0.214285714,19
arm32,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_arm32_Os.o_features.json,uECC_compute_public_key,00010f56,ECC,ECC,6,14,10,9,9,0.642857143,8,2,11,48,1.063612927,0.058903028,1,166,0.357142857,0.094170404,0.044843049,0.071748879,0,0,0.02690583,3,11,9,0.357142857,0,0,0,0,0,0,120,16,3,35,0.071748879,5.544613427,2.477053604,0.208333333,38
arm64,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_arm64_O0.o_features.json,uECC_set_rng,100000,ECC,ECC,1,0,1,0,0,0,9,2,1,9,0.926098938,0,1,8,0,0.166666667,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0.125,3.912030209,2.416056342,0.111111111,8
arm64,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_arm64_O0.o_features.json,uECC_get_rng,100024,ECC,ECC,1,0,1,0,0,0,4,2,1,4,0.99758468,0,1,4,0,0.083333333,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.083333333,2.905639062,1.947338796,0.25,3
arm64,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_arm64_O0.o_features.json,uECC_curve_private_key_size,100034,ECC,ECC,1,0,1,0,0,0,11,2,1,11,0.822102853,0.020833333,1,22,0,0.125,0,0.0625,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0,8,1,0,8,0.0625,4.295357052,2.176098171,0.090909091,10
arm64,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_arm64_O0.o_features.json,uECC_curve_public_key_size,100060,ECC,ECC,1,0,1,0,0,0,7,2,1,7,0.861375422,0.052631579,1,12,0,0.210526316,0,0.157894737,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,8,1,1,5,0.157894737,3.964153477,2.687323068,0.142857143,6
arm64,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_arm64_O0.o_features.json,uECC_vli_clear,0010007c,ECC,ECC,4,4,2,1,1,0.25,5.5,1,3,22,0.750148025,0.015625,1,30,0,0.169014085,0.014084507,0.14084507,0,0,0.014084507,1,3,1,0,0,0,0,0,0,0,25,2,1,14,0.14084507,4.479765952,2.433325908,0.090909091,21
