architecture,algorithm,compiler,optimization,filename,function_name,function_address,detail_label,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,instruction_count,immediate_entropy,bitwise_op_density,table_lookup_presence,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,chacha20_rounds,10000,ChaCha20,XOR,3,3,2,0,0,0,63,1,3,189,1.338638983,0.102174976,1,378,21.33333333,0.160523187,0.078478002,0.130796671,0.038049941,0,0.114149822,1,2,0,21.33333333,0,0,0,0,0,0,76,162,128,179,0.130796671,6.124460549,2.646620946,0.010582011,80
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,poly_blocks,10218,Poly1305,XOR,5,6,3,0,0,0,50.6,1,5,253,1.23297486,0.059829374,1,442,1.5,0.228688525,0.009836066,0.112295082,0,0.033606557,0.01147541,2,4,0,1.5,0,0,0,0,0,0,168,26,14,340,0.112295082,6.225539982,2.451353637,0.011857708,100
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,blake2b_compress,1040000,Blake2b,SHA,3,3,2,0,0,0,1727.333333,1,3,5182,1.055336836,0.052474509,1,26102,0,0.113470489,0.070753808,0.049987606,0.022198353,0,0.063951087,1,2,0,0,0,0,0,0,0,0,360,4891,3127,5285,0.049987606,6.509269617,2.350630697,0.000385951,217
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,g_rounds,14160,Non-Crypto,Non-Crypto,5,6,3,0,0,0,232.2,1,5,1161,1.17050727,0.06191982,1,5344,69.33333333,0.124426028,0.046813753,0.045693807,0.014335312,0.007167656,0.04311793,2,4,0,69.33333333,0,0,0,0,0,0,184,803,513,1442,0.045693807,6.416784813,2.315687787,0.002583979,169
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,fe_frombytes_mask,00014f8c,Curve25519,ECC,1,0,1,0,0,0,179,1,1,179,1.059005479,0.142459655,1,1312,0,0.08458542,0.056761269,0.033388982,0,0,0.085698386,0,0,0,0,0,0,1,0,0,0,52,256,140,251,0.033388982,6.266691377,2.258928129,0.005586592,113
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,fe_tobytes,000151d4,Curve25519,ECC,7,9,4,0,0,0,10.57142857,1,7,74,0.988258438,0.093046932,1,346,0.666666667,0.127118644,0.065677966,0.125,0,0.004237288,0.086864407,3,6,0,0.666666667,0,0,1,0,0,0,72,72,35,95,0.125,6.167487591,2.649772733,0.054054054,61
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,fe_mul_small,000152ac,Curve25519,ECC,1,0,1,0,0,0,132,1,1,132,1.06165894,0.15085885,1,964,0,0.085884989,0.058252427,0.032860344,0,0.00746826,0.092606423,0,0,0,0,0,0,1,0,0,0,52,202,109,205,0.032860344,6.299859634,2.357798052,0.007575758,80
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,fe_mul,0001545c,Curve25519,ECC,1,0,1,0,0,0,453,1,1,453,1.359150259,0.134771843,1,1334,0,0.1531659,0.058365759,0.087725504,0,0.038556774,0.076406084,0,0,0,0,0,0,1,0,0,0,188,381,205,627,0.087725504,6.53308336,2.580752136,0.002207506,107
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,fe_sq,15980,Curve25519,ECC,1,0,1,0,0,0,306,1,1,306,1.211159801,0.137022398,1,1440,0,0.126921388,0.055775143,0.065436978,0,0.026350461,0.081247255,0,0,0,0,0,0,1,0,0,0,128,312,174,441,0.065436978,6.43806736,2.518465885,0.003267974,123
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,multiply,00015d2c,Non-Crypto,Non-Crypto,5,6,3,1,1,0.166666667,5,1,3,25,0.851867034,0.023809524,1,70,0.166666667,0.138554217,0.018072289,0.126506024,0,0.006024096,0.006024096,2,4,1,0.166666667,0,0,0,0,0,0,0,4,1,37,0.126506024,5.26664829,2.391547123,0.12,23
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,ge_zero,00015d7c,EdDSA,ECC,1,4,5,0,0,0,23,0,2,23,1.279278755,0.027522936,1,76,0,0.100917431,0.027522936,0.128440367,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,17,0.128440367,4.65143986,2.148489319,0.217391304,13
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,slide_step,00015dbc,Non-Crypto,Non-Crypto,14,20,8,4,3,0.2,6.214285714,1,12,87,0.666602229,0.082258432,1,544,0.6,0.049557522,0.063716814,0.042477876,0,0,0.047787611,7,13,4,0.6,0,0,0,0,0,0,0,63,10,62,0.042477876,6.103731056,1.933480766,0.091954023,75
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,add_xl,00015eac,Non-Crypto,Non-Crypto,3,3,2,0,0,0,5.666666667,1,3,17,1.172383836,0.064765034,1,40,0.333333333,0.148514851,0.03960396,0.108910891,0,0.00990099,0.00990099,1,2,0,0.333333333,0,0,0,0,0,0,0,5,1,21,0.108910891,5.136842188,2.412159725,0.117647059,16
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_poly1305_update,00015ee0,Poly1305,XOR,10,16,8,3,3,0.1875,5.9,1,11,59,0.880831537,0.032488996,1,206,0.3125,0.092198582,0.028368794,0.074468085,0,0,0.014184397,5,11,3,0.3125,0,0,0,0,0,0,0,12,4,44,0.074468085,5.686251578,1.987665092,0.13559322,46
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,remove_l,00015f6c,Non-Crypto,Non-Crypto,5,6,3,0,0,0,6.4,1,5,32,0.813770337,0.024924925,1,104,0.166666667,0.128888889,0.013333333,0.066666667,0,0,0,2,4,0,0.166666667,0,0,0,0,0,0,0,3,0,39,0.066666667,5.438843097,1.988719151,0.09375,26
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,redc,00015fcc,Non-Crypto,Non-Crypto,12,20,10,3,3,0.15,7.083333333,1,12,85,0.849556489,0.02269305,1,222,0.05,0.131979695,0.017766497,0.078680203,0,0.002538071,0.005076142,5,15,3,0.05,0,0,0,0,0,0,144,9,2,70,0.078680203,5.970548764,2.166514196,0.117647059,61
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,load64_le_buf,000160b0,Non-Crypto,Non-Crypto,4,5,3,0,0,0,2.5,1,4,10,0.848230665,0.151515152,1,36,0,0.105263158,0.052631579,0.070175439,0,0,0.035087719,2,3,0,0,0,0,0,0,0,0,0,5,2,9,0.070175439,4.546593564,2.539275227,0.3,9
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_blake2b_update,000160cc,Blake2b,SHA,26,43,19,9,9,0.209302326,5.538461538,2,26,144,0.732915311,0.063782141,1,620,0.720930233,0.070998797,0.055354994,0.056558363,0,0,0.040914561,14,29,9,0.720930233,0,0,0,0,0,0,0,80,34,107,0.056558363,6.25711424,2.113152221,0.131944444,112
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,mod_l,16280,Non-Crypto,Non-Crypto,15,24,11,3,2,0.125,7.133333333,1,13,107,0.922858801,0.016029152,1,270,0.083333333,0.140384615,0.013461538,0.090384615,0,0.003846154,0.003846154,7,17,3,0.083333333,0,0,0,0,0,0,156,9,2,96,0.090384615,6.113871138,2.130599869,0.102803738,72
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,x16,000163b4,Non-Crypto,Non-Crypto,1,0,1,0,0,0,16,1,1,16,1.152090653,0.193548387,1,34,0,0.14516129,0.129032258,0.161290323,0.064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,0.161290323,4.587581189,2.155427666,0.0625,14
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,fe_isequal,1630000,Curve25519,ECC,5,9,6,3,3,0.333333333,8.8,1,7,44,0.889331873,0.049457364,1,124,0,0.107526882,0.080645161,0.107526882,0.021505376,0,0.010752688,2,7,3,0,0,0,0,0,0,0,88,17,6,29,0.107526882,5.598132642,2.124189326,0.136363636,35
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,select_lop,16454,Non-Crypto,Non-Crypto,11,16,7,0,0,0,6,1,12,66,0.781141143,0.07190934,1,176,0.75,0.090342679,0.046728972,0.08411215,0.024922118,0,0.018691589,5,11,0,0.75,0,0,0,0,0,0,64,21,11,55,0.08411215,5.579022044,2.103974122,0.106060606,49
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,ge_cache,16520,EdDSA,ECC,7,10,5,1,1,0.1,4.571428571,0,8,32,0.888433087,0,1,62,0,0.134146341,0,0.085365854,0,0,0,3,7,1,0,0,0,0,0,0,0,0,0,0,31,0.085365854,5.335265081,2.020919148,0.15625,26
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,invsqrt,16580,Non-Crypto,Non-Crypto,27,79,54,38,38,0.481012658,8.407407407,1,31,227,1.157007709,0.055354382,1,680,0.164556962,0.056953642,0.067549669,0.047682119,0.005298013,0,0,13,66,38,0.164556962,0,0,0,0,0,0,164,51,4,73,0.047682119,5.549267849,1.818209444,0.237885463,66
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,fe_invert,000167cc,Curve25519,ECC,3,7,6,4,4,0.571428571,8.333333333,1,6,25,1.317024378,0.063180828,1,56,0,0.083333333,0.071428571,0.107142857,0,0,0,1,6,4,0,0,0,0,0,0,0,56,6,0,13,0.107142857,4.472905595,2.166558977,0.24,13
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,scalarmult,16808,ECC,ECC,41,77,38,15,14,0.194805195,8.536585366,1,28,350,1.014185483,0.032156934,1,766,0.441558442,0.159386973,0.045210728,0.151724138,0.019157088,0,0.003831418,20,57,15,0.441558442,0,0,0,0,0,0,408,64,26,264,0.151724138,6.456484792,2.272127683,0.108571429,116
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,ge_tobytes,00016bb0,EdDSA,ECC,9,17,10,5,5,0.294117647,5.555555556,1,12,50,0.775625286,0.043963444,1,148,0,0.102439024,0.048780488,0.092682927,0.004878049,0,0.009756098,4,13,5,0,0,0,0,0,0,0,176,12,3,34,0.092682927,5.439318505,2.192871898,0.2,29
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,ge_frombytes_neg_vartime,00016c38,EdDSA,ECC,14,29,17,12,11,0.413793103,6.285714286,1,19,88,0.954457145,0.039830051,1,250,0.103448276,0.096045198,0.036723164,0.084745763,0,0,0.005649718,7,22,12,0.103448276,0,0,0,0,0,0,64,15,2,56,0.084745763,6.018550487,2.172982834,0.193181818,60
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,ge_double,00016d2c,EdDSA,ECC,11,24,15,9,9,0.375,7.363636364,0,14,81,0.913773728,0.010578132,1,180,0,0.116959064,0.023391813,0.102339181,0,0,0,5,19,9,0,0,0,0,0,0,0,0,8,0,63,0.102339181,5.701026376,2.270017312,0.185185185,39
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,ge_madd,00016e1c,EdDSA,ECC,14,27,15,7,7,0.259259259,7.428571429,0,15,104,0.99014156,0.016300806,1,190,0.037037037,0.128078818,0.017241379,0.10591133,0,0,0.004926108,7,20,7,0.037037037,0,0,0,0,0,0,48,9,2,78,0.10591133,5.758971926,2.21465715,0.144230769,48
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,lookup_add,00016f4c,Non-Crypto,Non-Crypto,18,26,10,3,2,0.115384615,8.111111111,0,13,146,0.790549854,0.074880878,1,546,0.807692308,0.087968952,0.062095731,0.077619664,0.023285899,0,0.033635188,8,18,3,0.807692308,0,0,0,0,0,0,72,74,27,112,0.077619664,6.008431074,2.16496687,0.068493151,91
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,ge_add,17110,EdDSA,ECC,14,28,16,8,8,0.285714286,8,0,15,112,1.056763219,0.018805498,1,210,0.035714286,0.137614679,0.025229358,0.107798165,0,0,0.004587156,7,21,8,0.035714286,0,0,0,0,0,0,132,13,2,84,0.107798165,5.810367078,2.289412035,0.142857143,52
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_verify16,0001724c,Utility,Non-Crypto,1,1,2,1,1,1,7,1,2,7,1.33238701,0.12962963,1,52,0,0.037037037,0.092592593,0.074074074,0,0,0.037037037,0,1,1,0,0,0,0,0,0,0,0,7,2,6,0.074074074,3.905764585,2.008965408,0.285714286,6
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_verify32,17260,Utility,Non-Crypto,1,2,3,2,2,1,16,1,2,16,1.323997084,0.097087379,1,76,0,0.077669903,0.077669903,0.116504854,0,0,0.019417476,0,2,2,0,0,0,0,0,0,0,0,10,2,16,0.116504854,4.517201054,2.384102705,0.1875,13
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_verify64,0001728c,Utility,Non-Crypto,1,4,5,4,4,1,32,1,2,32,1.316790717,0.09039548,1,128,0,0.084745763,0.079096045,0.09039548,0,0,0.011299435,0,4,4,0,0,0,0,0,0,0,0,16,2,26,0.09039548,5.086362591,2.331601726,0.15625,19
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_wipe,000172ec,Utility,Non-Crypto,4,5,3,0,0,0,1.75,2,4,7,0.566542709,0.083333333,1,26,0,0.068965517,0.068965517,0.034482759,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,3,0.034482759,3.75,1.670444378,0.428571429,6
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_chacha20_h,000172fc,ChaCha20,XOR,7,10,5,1,1,0.1,8.428571429,1,8,59,0.976849805,0.028144989,1,84,0,0.199115044,0.048672566,0.190265487,0,0,0.017699115,3,7,1,0,0,0,0,0,0,0,88,15,4,54,0.190265487,5.83913058,2.533603299,0.084745763,41
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_chacha20_djb,000173a4,ChaCha20,XOR,27,41,16,5,5,0.12195122,5.851851852,1,19,158,0.744557143,0.022371221,1,382,0.317073171,0.15,0.0265625,0.11875,0.003125,0,0.0125,13,28,5,0.317073171,0,0,0,0,0,0,260,25,10,124,0.11875,6.454449063,2.323655939,0.101265823,99
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_chacha20_ietf,17554,ChaCha20,XOR,1,1,2,1,1,1,10,1,2,10,1.55919429,0.06122449,1,16,0,0.224489796,0.06122449,0.285714286,0,0,0,0,1,1,0,0,0,0,0,0,0,40,3,0,16,0.285714286,4.39274741,2.670437883,0.2,9
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_chacha20_x,17570,ChaCha20,XOR,3,5,4,2,2,0.4,9.333333333,2,5,28,1.218930535,0.040885041,1,52,0,0.16,0.04,0.17,0,0,0,1,4,2,0,0,0,0,0,0,0,88,4,0,25,0.17,5.174873941,2.452487689,0.142857143,22
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_poly1305_init,000175b8,Poly1305,XOR,3,3,2,0,0,0,13,1,3,39,1.269179691,0.0456621,1,46,0,0.219512195,0.06504065,0.227642276,0,0,0.016260163,1,2,0,0,0,0,0,0,0,0,0,10,2,30,0.227642276,5.471711725,2.474037732,0.051282051,26
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_poly1305_final,17620,Poly1305,XOR,12,18,8,1,1,0.055555556,5.333333333,1,13,64,0.704475119,0.017911255,1,240,0,0.116550117,0.016317016,0.051282051,0,0,0.013986014,6,12,1,0,0,0,0,0,0,0,0,13,6,65,0.051282051,5.892045224,2.046907739,0.125,53
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,lock_auth,000176c0,Non-Crypto,Non-Crypto,7,17,12,7,7,0.411764706,6.857142857,0,10,48,1.22393253,0.055067633,1,118,0.294117647,0.12,0.062857143,0.102857143,0,0,0,4,13,7,0.294117647,0,0,0,0,0,0,120,11,0,31,0.102857143,5.425455153,2.318145386,0.25,28
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_poly1305,17740,Poly1305,XOR,3,6,5,3,3,0.5,6,1,6,18,1.665313815,0.097001764,1,32,0.166666667,0.098360656,0.081967213,0.163934426,0,0,0,1,5,3,0.166666667,0,0,0,0,0,0,96,5,0,12,0.163934426,4.154837222,2.54335939,0.277777778,10
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_blake2b_keyed_init,0001776c,Blake2b,SHA,5,10,7,0,0,0,12.2,1,7,61,1.482113739,0.075769659,1,120,0.9,0.156378601,0.057613169,0.160493827,0.008230453,0,0.024691358,2,8,0,0.9,0,0,0,0,0,0,168,20,8,55,0.160493827,6.053485283,2.713090354,0.114754098,48
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_blake2b_init,17834,Blake2b,SHA,3,4,3,0,0,0,12.66666667,1,4,38,1.386299959,0.055627706,1,60,0,0.17791411,0.036809816,0.17791411,0.006134969,0,0.024539877,1,3,0,0,0,0,0,0,0,0,0,10,5,39,0.17791411,5.711816371,2.655392994,0.078947368,33
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_blake2b_final,000178c4,Blake2b,SHA,9,14,7,1,1,0.071428571,6.888888889,1,10,62,0.769830953,0.093941832,1,364,2.214285714,0.046948357,0.079812207,0.049295775,0,0,0.077464789,5,9,1,2.214285714,0,0,0,0,0,0,0,67,33,53,0.049295775,6.03311478,2.14173966,0.112903226,56
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,hash_reduce,0001797c,Non-Crypto,Non-Crypto,7,15,10,5,5,0.333333333,10.14285714,1,11,71,1.24252921,0.052419203,1,106,0.333333333,0.267241379,0.031609195,0.25862069,0,0,0.002873563,3,12,5,0.333333333,0,0,0,0,0,0,388,12,1,105,0.25862069,5.65357479,2.453359785,0.14084507,43
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,extended_hash,00017a6c,Non-Crypto,Non-Crypto,8,20,14,8,8,0.4,20.25,1,11,162,1.368077212,0.063799021,1,316,0.8,0.225352113,0.038412292,0.203585147,0.002560819,0.002560819,0.019206146,3,17,8,0.8,0,0,0,0,0,0,504,45,17,201,0.203585147,6.448189757,2.498786133,0.086419753,106
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_blake2b_keyed,00017c60,Blake2b,SHA,3,6,5,3,3,0.5,5.666666667,1,6,17,1.649365055,0.090925926,1,32,0.166666667,0.120689655,0.086206897,0.172413793,0,0,0,1,5,3,0.166666667,0,0,0,0,0,0,240,5,0,12,0.172413793,4.311768796,2.608117071,0.294117647,13
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_blake2b,00017c88,Blake2b,SHA,3,6,5,2,2,0.333333333,15,1,6,45,1.644154631,0.0914327,1,62,1.166666667,0.25462963,0.050925926,0.263888889,0.00462963,0,0.013888889,1,5,2,1.166666667,0,0,0,0,0,0,256,14,4,66,0.263888889,5.777158153,2.634383711,0.111111111,37
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_argon2,00017d24,KDF,SHA,79,148,71,37,30,0.25,8.35443038,2,41,660,0.987159208,0.047563155,1,1746,0.364864865,0.150529204,0.030968248,0.128969032,0.004704038,0.002744022,0.023520188,41,107,37,0.364864865,0,0,0,0,0,0,2340,139,72,477,0.128969032,6.676314152,2.363808697,0.107575758,276
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_eddsa_trim_scalar,0001845c,EdDSA,ECC,3,3,2,0,0,0,5,2,3,15,0.870755692,0.046296296,1,78,0,0.0875,0.0625,0.075,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,0,10,0.075,4.510899565,1.823291455,0.133333333,14
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_x25519,18488,Curve25519,ECC,3,4,3,1,1,0.25,12.33333333,2,4,37,1.198804175,0.054738562,1,58,0,0.195488722,0.045112782,0.203007519,0,0,0,1,3,1,0,0,0,0,0,0,0,48,6,0,31,0.203007519,5.219986345,2.211975892,0.081081081,33
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_x25519_public_key,000184f0,Curve25519,ECC,3,4,3,1,1,0.25,12.66666667,2,4,38,1.230260115,0.062909567,1,64,0,0.202898551,0.043478261,0.18115942,0,0,0.007246377,1,3,1,0,0,0,0,0,0,0,40,7,1,32,0.18115942,5.260830478,2.288094082,0.078947368,32
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_eddsa_reduce,18564,EdDSA,ECC,5,7,4,1,1,0.142857143,5.6,2,6,28,1.166903598,0.033333333,1,48,0,0.14159292,0.026548673,0.168141593,0,0,0,2,5,1,0,0,0,0,0,0,0,88,3,0,26,0.168141593,5.160146062,2.400332788,0.142857143,23
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_eddsa_mul_add,000185b0,EdDSA,ECC,7,12,7,2,2,0.166666667,10.14285714,1,10,71,0.690952579,0.014326069,1,100,0,0.244186047,0.019379845,0.251937984,0,0,0,3,9,2,0,0,0,0,0,0,0,160,5,0,75,0.251937984,5.475966166,2.291978271,0.098591549,34
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,ge_scalarmult_base,18674,EdDSA,ECC,13,28,17,7,7,0.25,8,1,18,104,0.69552923,0.013140381,1,312,0.107142857,0.13253012,0.028915663,0.108433735,0,0,0.012048193,6,22,7,0.107142857,0,0,0,0,0,0,456,17,5,72,0.108433735,6.033174326,2.18896776,0.163461538,56
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_eddsa_check_equation,0001878c,EdDSA,ECC,36,74,40,32,29,0.432432432,8.555555556,1,31,308,0.891312188,0.040508262,1,958,0.283783784,0.166666667,0.032485876,0.130649718,0,0.002824859,0.028248588,17,57,32,0.283783784,0,0,0,0,0,0,1144,86,24,283,0.130649718,6.766090733,2.435661076,0.12987013,164
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_eddsa_scalarbase,00018adc,EdDSA,ECC,3,5,4,2,2,0.4,5.666666667,2,5,17,1.286732486,0.061868687,1,40,0,0.09375,0.0625,0.109375,0,0,0,1,4,2,0,0,0,0,0,0,0,176,4,0,11,0.109375,4.58418372,2.167257055,0.235294118,13
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_eddsa_key_pair,00018b04,EdDSA,ECC,9,17,10,4,4,0.235294118,10.88888889,2,14,98,0.868386443,0.015477354,1,196,0,0.233256351,0.030023095,0.212471132,0,0,0.002309469,4,13,4,0,0,0,0,0,0,0,304,14,1,114,0.212471132,6.10838807,2.379568195,0.102040816,65
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_eddsa_sign,00018c44,EdDSA,ECC,7,17,12,7,7,0.411764706,14.14285714,2,14,99,0.923075093,0.021116974,1,182,0,0.231707317,0.03902439,0.212195122,0,0,0.002439024,3,14,7,0,0,0,0,0,0,0,400,17,1,109,0.212195122,6.061644435,2.420738805,0.121212121,61
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_eddsa_check,00018d8c,EdDSA,ECC,1,2,3,2,2,1,19,1,3,19,1.624560129,0.066666667,1,28,0,0.133333333,0.066666667,0.166666667,0,0,0,0,2,2,0,0,0,0,0,0,0,56,4,0,13,0.166666667,4.474952542,2.368121706,0.157894737,13
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_eddsa_to_x25519,00018db8,EdDSA,ECC,8,15,9,4,4,0.266666667,6.25,2,12,50,1.049334207,0.027834881,1,112,0,0.117647059,0.032085561,0.096256684,0,0,0,4,11,4,0,0,0,0,0,0,0,104,6,0,34,0.096256684,5.538285666,2.072501459,0.18,34
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_x25519_to_eddsa,00018e3c,Curve25519,ECC,8,15,9,4,4,0.266666667,6.5,2,12,52,1.042564164,0.026449843,1,116,0,0.12,0.03,0.1,0,0,0,4,11,4,0,0,0,0,0,0,0,104,6,0,38,0.1,5.803240787,2.131491902,0.173076923,35
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_x25519_dirty_small,00018ecc,Curve25519,ECC,3,5,4,2,2,0.4,13.66666667,2,5,41,1.242855617,0.058615819,1,74,0,0.201342282,0.046979866,0.187919463,0,0,0.006711409,1,4,2,0,0,0,0,0,0,0,48,8,1,35,0.187919463,5.504574504,2.357344468,0.097560976,35
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_x25519_dirty_fast,00018f48,Curve25519,ECC,19,36,19,9,9,0.25,7.263157895,1,25,138,0.812738569,0.013992805,1,284,0,0.154738878,0.027079304,0.117988395,0,0,0.003868472,9,27,9,0,0,0,0,0,0,0,448,16,2,102,0.117988395,6.356966104,2.22231048,0.137681159,75
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_elligator_map,000190b4,Elligator,ECC,21,45,26,15,15,0.333333333,7.666666667,2,26,161,1.014104284,0.029703612,1,392,0.155555556,0.128664495,0.039087948,0.092833876,0.006514658,0,0.008143322,10,35,15,0.155555556,0,0,0,0,0,0,260,29,9,108,0.092833876,6.267018825,2.278694339,0.161490683,73
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_elligator_rev,19280,Elligator,ECC,19,35,18,9,9,0.257142857,6.789473684,1,24,129,0.850935014,0.047790909,1,322,0.428571429,0.109311741,0.050607287,0.0951417,0.016194332,0,0.004048583,9,26,9,0.428571429,0,0,0,0,0,0,200,27,9,81,0.0951417,6.094938675,2.170083655,0.139534884,77
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_elligator_key_pair,000193ec,Elligator,ECC,9,15,8,3,3,0.2,9.222222222,2,12,83,0.896090123,0.015233806,1,122,0.2,0.24600639,0.019169329,0.233226837,0,0.006389776,0,4,11,3,0.2,0,0,0,0,0,0,152,6,0,94,0.233226837,5.836791271,2.433776733,0.096385542,53
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_x25519_inverse,000194ec,Curve25519,ECC,17,37,22,10,9,0.27027027,8.647058824,2,21,147,0.856339651,0.02897268,1,380,0.297297297,0.185840708,0.033923304,0.174041298,0,0,0.014749263,9,28,10,0.297297297,0,0,0,0,0,0,212,33,7,149,0.174041298,6.062152511,2.355783665,0.149659864,85
arm32,monocypher.o,gcc,O2,monocypher_arm32_O2.o_features.json,crypto_aead_init_x,000196a8,AEAD,XOR,3,4,3,1,1,0.25,5.333333333,2,4,16,1.105665372,0.028597575,1,60,0,0.12371134,0.030927835,0.12371134,0,0,0,1,3,1,0,0,0,0,0,0,0,0,3,0,17,0.12371134,4.838566847,2.325126857,0.1875,14
