architecture,algorithm,compiler,optimization,filename,function_name,function_address,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,instruction_count,immediate_entropy,bitwise_op_density,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexicity_density,unique_ngram_count
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,ecdsa_verify_toy,001014d2,ECC,13,26,15,7,0,0.269230769,8.538461538,1,18,0,0,0,0,111,1.32367922,0.017902953,42,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,print_point,101638,ECC,4,6,4,2,0,0.333333333,7.25,1,5,0,0,0,0,29,1.708806586,0.035869565,10,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,main,0010168c,Non-Crypto,9,41,34,30,0,0.731707317,22.77777778,2,22,0,0,0,0,205,1.629810464,0.122432165,74,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,__clzdi2,0010192a,ECC,5,5,2,1,0,0.2,4.4,2,4,0,0,0,0,22,1.031461849,0.108005307,12,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,__umodti3,101970,ECC,69,106,39,11,0,0.103773585,3.782608696,4,66,0,0,0,0,261,0.355966282,0.105878815,146,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,FUN_00100750,100750,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,FUN_00100760,100760,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,FUN_00100770,100770,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,FUN_00100780,100780,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,FUN_00100790,100790,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,FUN_001007a0,001007a0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.854067142,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,FUN_001007b0,001007b0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,_start,001007c0,Non-Crypto,1,3,4,1,0,0.333333333,12,0,3,0,0,0,0,12,1.909598018,0.086956522,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,_PREINIT_0,1.01E+05,Non-Crypto,1,0,1,0,0,0,3,1,1,0,0,0,0,3,1.303515793,0.2,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,deregister_tm_clones,001007ee,Non-Crypto,4,5,3,0,0,0,2.5,1,5,0,0,0,0,10,1.034242869,0.085714286,2,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,register_tm_clones,100810,Non-Crypto,4,5,3,0,0,0,3.75,1,5,0,0,0,0,15,0.814461887,0.10515873,8,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,__do_global_dtors_aux,0010083c,Non-Crypto,5,8,5,1,0,0.125,4,2,7,0,0,0,0,20,1.470975273,0.068253968,16,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,mod_add,100878,ECC,3,3,2,0,0,0,1.666666667,1,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,mod_sub,100886,ECC,3,2,1,0,0,0,3,2,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,mod_mul,001008a2,ECC,1,1,2,0,0,0,10,0,2,0,0,0,0,10,1.546694212,0,2,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,egcd,001008bc,ECC,5,7,4,3,0,0.428571429,9.4,1,5,0,0,0,0,47,1.283695145,0.032535885,24,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,mod_inv,100932,ECC,6,9,5,3,0,0.333333333,5.5,1,8,0,0,0,0,33,1.007374798,0.036011905,20,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,point_infinity,100986,ECC,1,0,1,0,0,0,5,1,1,0,0,0,0,5,0.762653853,0,10,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,point_is_equal,100994,ECC,6,7,3,1,0,0.142857143,3,2,6,0,0,0,0,18,0.639174912,0,14,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,init_demo_curve,001009be,ECC,1,0,1,0,0,0,12,1,1,0,0,0,0,12,1.082426004,0,10,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,point_double,001009da,ECC,7,23,18,16,0,0.695652174,13.42857143,1,13,0,0,0,0,94,1.292547221,0.029825228,28,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,point_add,00100ac8,ECC,14,33,21,19,0,0.575757576,8.428571429,1,21,0,0,0,0,118,1.25024476,0.014880952,40,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,scalar_mul,00100bea,ECC,8,15,9,6,0,0.4,11.25,1,11,0,0,0,0,90,1.285186127,0.025315126,42,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,gen_keypair,00100cc2,ECC,3,5,4,3,0,0.6,12.66666667,1,6,0,0,0,0,38,1.395938067,0.015625,24,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,compute_shared,00100d24,ECC,3,4,3,2,0,0.5,7.666666667,1,5,0,0,0,0,23,1.363457144,0.026315789,12,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,ecdsa_sign_toy,00100d5a,ECC,8,17,11,9,0,0.529411765,9.75,1,10,0,0,0,0,78,1.182018867,0.019164099,34,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,ecdsa_verify_toy,00100e1e,ECC,10,22,14,10,0,0.454545455,8.3,1,15,0,0,0,0,83,1.006950252,0.021022727,36,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,print_point,00100eee,ECC,4,6,4,3,0,0.5,4.75,1,5,0,0,0,0,19,1.316171378,0.047916667,16,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,main,00100f20,Non-Crypto,7,38,33,30,0,0.789473684,24,2,20,0,0,0,0,168,1.476259937,0.109233993,106,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,__clzdi2,101114,ECC,5,5,2,1,0,0.2,4.4,2,4,0,0,0,0,22,1.177791074,0.108005307,12,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,__umodti3,0010115a,ECC,69,106,39,11,0,0.103773585,3.782608696,4,66,0,0,0,0,261,0.374047788,0.105878815,146,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,FUN_00100750,100750,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,FUN_00100760,100760,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,FUN_00100770,100770,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,FUN_00100780,100780,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,FUN_00100790,100790,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,FUN_001007a0,001007a0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.854067142,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,FUN_001007b0,001007b0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,main,001007c0,Non-Crypto,7,38,33,13,0,0.342105263,24.57142857,1,20,0,0,0,0,172,1.925866885,0.108637222,148,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,_start,001009c0,Non-Crypto,1,3,4,1,0,0.333333333,12,0,3,0,0,0,0,12,1.722518342,0.086956522,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,_PREINIT_0,1.01E+05,Non-Crypto,1,0,1,0,0,0,3,1,1,0,0,0,0,3,2.160457281,0.2,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,deregister_tm_clones,001009ee,Non-Crypto,4,5,3,0,0,0,2.5,1,5,0,0,0,0,10,0.729602752,0.085714286,2,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,register_tm_clones,00100a10,Non-Crypto,4,5,3,0,0,0,3.75,1,5,0,0,0,0,15,0.683020513,0.10515873,8,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,__do_global_dtors_aux,00100a3c,Non-Crypto,5,8,5,1,0,0.125,4,2,7,0,0,0,0,20,1.334092654,0.068253968,16,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,mod_add,00100a78,ECC,3,3,2,0,0,0,1.666666667,1,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,mod_sub,00100a86,ECC,3,2,1,0,0,0,3,2,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,mod_mul,00100aa2,ECC,1,1,2,0,0,0,10,0,2,0,0,0,0,10,1.594416454,0,2,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,egcd,00100abc,ECC,5,7,4,2,0,0.285714286,9.2,1,5,0,0,0,0,46,1.204817035,0.028407461,24,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,mod_inv,00100b30,ECC,6,9,5,3,0,0.333333333,5.5,1,8,0,0,0,0,33,0.922269012,0.034807535,22,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,point_infinity,00100b80,ECC,1,0,1,0,0,0,5,1,1,0,0,0,0,5,0.762653853,0,10,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,point_is_equal,00100b8e,ECC,6,6,2,0,0,0,2.666666667,3,6,0,0,0,0,16,0.409596647,0,14,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,init_demo_curve,00100bb4,ECC,1,0,1,0,0,0,12,1,1,0,0,0,0,12,1.082426004,0,10,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,point_double,00100bd0,ECC,7,23,18,16,0,0.695652174,13.42857143,1,13,0,0,0,0,94,1.215581711,0.028831169,28,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,point_add,00100cbe,ECC,13,31,20,18,0,0.580645161,8.846153846,1,20,0,0,0,0,115,1.182637692,0.015465304,40,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,scalar_mul,00100dd8,ECC,8,16,10,6,0,0.375,11.375,1,11,0,0,0,0,91,1.297974829,0.022809879,46,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,gen_keypair,00100eb4,ECC,3,5,4,3,0,0.6,12,1,6,0,0,0,0,36,1.301200834,0.016393443,22,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,compute_shared,00100f10,ECC,3,4,3,2,0,0.5,7.666666667,1,5,0,0,0,0,23,1.355426426,0.026315789,12,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,ecdsa_sign_toy,00100f46,ECC,8,17,11,9,0,0.529411765,9.5,1,10,0,0,0,0,76,1.103099247,0.016824526,34,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,ecdsa_verify_toy,101006,ECC,11,23,14,10,0,0.434782609,7.545454545,1,16,0,0,0,0,83,0.766909128,0.018347107,32,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,print_point,001010dc,ECC,3,4,3,2,0,0.5,4.333333333,0,4,0,0,0,0,13,1.039622512,0.073260073,16,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,__clzdi2,101102,ECC,5,5,2,1,0,0.2,4.4,2,4,0,0,0,0,22,1.177791074,0.108005307,12,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,__umodti3,101148,ECC,69,106,39,11,0,0.103773585,3.782608696,4,66,0,0,0,0,261,0.374047788,0.105878815,146,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,FUN_00100750,100750,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,FUN_00100760,100760,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,FUN_00100770,100770,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,FUN_00100780,100780,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,FUN_00100790,100790,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,FUN_001007a0,001007a0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.854067142,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,FUN_001007b0,001007b0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,main,001007c0,Non-Crypto,7,38,33,13,0,0.342105263,24.57142857,1,20,0,0,0,0,172,1.925866885,0.108637222,148,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,_start,001009c0,Non-Crypto,1,3,4,1,0,0.333333333,12,0,3,0,0,0,0,12,1.722518342,0.086956522,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
